pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
1160,"God is love, delightful truth","","",,"John Burton","",,,,god_is_love_delightful_truth,""
1161,"Heavenly Father we draw near thee","","",,"John Burton","",,,,heavenly_father_we_draw_near_thee,""
1162,"Holy Bible, book divine","Holy Bible, Book Divine","",English,"John Burton","",,,7.7.7.7,holy_bible_book_divine,""
1163,"I often say my prayers","","",,"John Burton","",,,,i_often_say_my_prayers,""
1164,"Mine to chide me when I rove","","",,"John Burton","",,,,mine_to_chide_me_when_i_rove,""
1165,"O what praises shall we render","","",,"John Burton","",,,,o_what_praises_shall_we_render,""
1166,"Our Father hears us when we pray","","",,"John Burton","",,,,our_father_hears_us_when_we_pray,""
1167,"Pilgrims we are and strangers","","",,"John Burton","",,,,pilgrims_we_are_and_strangers,""
1168,"Remember thy Creator now, In these thy youthful days","","",,"John Burton","",,,,remember_thy_creator_now_in_these_thy_yo,""
1169,"Santa biblia para mi eres un tesoro aqui","","",,"John Burton","",,,,santa_biblia_para_mi_eres_un_tesoro_aqui,""
1170,"[Savior, While My Heart Is Tender]","Savior, While My Heart Is Tender","",English,"John Burton","",,,,savior_while_my_heart_is_tender_i_would_,"<i>The Covenant Hymnal</i> (Covenant Publications, 1996)"
1171,"The Lord attends when children pray","","",,"John Burton","",,,,the_lord_attends_when_children_pray,""
1172,"Though we are young, our sins are great","","",,"John Burton","",,,,though_we_are_young_our_sins_are_great,""
1173,"Time is bearing us away","","",,"John Burton","",,,,time_is_bearing_us_away,""
1174,"Why did Jesus come from heaven","","",,"John Burton","",,,,why_did_jesus_come_from_heaven,""
1175,"Why should we spend our youthful days","","",,"John Burton","",,,,why_should_we_spend_our_youthful_days,""
1176,"None is like God, who reigns above,","None Is Like God","",,"John Burton","",,,8.6.8.6,none_is_like_god_who_reigns_above,""
1177,"Salvation to our God","","",,"G. J. Webb","",,,,salvation_to_our_god,""
1178,"To him that loved us, and hath washed us","","",,"G. J. Webb","",,,,to_him_that_loved_us_and_hath_washed_us,""
1179,"Worthy is the Lamb that was slain (Webb)","","",,"G. J. Webb","",,,,worthy_is_the_lamb_that_was_slain_webb,""
1180,"Creator Spirit, come and bless us","","",,"William Croswell","",,,,creator_spirit_come_and_bless_us,""
1181,"I cannot look above, and see","Clouds","",,"William Croswell","",,,,i_cannot_look_above_and_see,""
1182,"Lord, go with us, and we go","","",,"William Croswell","",,,,lord_go_with_us_and_we_go,""
1183,"Lord, lead the way the Saviour went","","",English,"William Croswell","",,,8.6.8.6,lord_lead_the_way_the_savior_went,""
1184,"My soul was dark","","",,"William Croswell","",,,,my_soul_was_dark,""
1185,"My soul were [was] dark but for the golden light","","",,"William Croswell","",,,,my_soul_were_was_dark_but_for_the_golden,""
1186,"Now gird your patient loins again","","",,"William Croswell","",,,,now_gird_your_patient_loins_again,""
1187,"O Savior, leave us not alone","","",,"William Croswell","",,,,o_savior_leave_us_not_alone,""
1188,"Once more thou comest, O delicious spring","","",,"William Croswell","",,,,once_more_thou_comest_o_delicious_spring,""
1189,"The dearest room of all this pile","","",,"William Croswell","",,,,the_dearest_room_of_all_this_pile,""
1190,"The lillied fields behold","","",,"William Croswell","",,,,the_lillied_fields_behold,""
1191,"The sparrow finds a home","","",,"William Croswell","",,,,the_sparrow_finds_a_home,""
1192,"We come not with a costly store","","",,"William Croswell","",,,,we_come_not_with_a_costly_store,""
1193,"When morning sunbeams round me shed","","",,"William Croswell","",,,,when_morning_sunbeams_round_me_shed,""
1194,"From where the rising sun goes forth","","",,"William J. Copeland","",,,,from_where_the_rising_sun_goes_forth,""
1195,"Hail, day of days, in peals of praise","","",,"William J. Copeland","",,,,hail_day_of_days_in_peals_of_praise,""
1196,"Jesu, the world's redeeming Lord","","",,"William J. Copeland","",,,,jesu_the_worlds_redeeming_lord,""
1197,"O Savior of the world forlorn","","",,"William J. Copeland","",,,,o_savior_of_the_world_forlorn,""
1198,"City of heaven, Jerusalem","","",,"William J. Copeland","",,,,city_of_heaven_jerusalem,""
1199,"O Christ, who art the Light and Day","O Christ, Who Art the Light and Day","",Latin; English,"Unknown","W. J. Copeland",,,8.8.8.8,o_christ_who_art_the_light_and_day,""
1200,"Baptized into the name","","",,"Thomas Davis","",,,,baptized_into_the_name,""
1201,"Come, Holy Spirit, come, Mercies revealing","","",,"Thomas Davis","",,,,come_holy_spirit_come_mercies_revealing,""
1202,"Come, Holy Spirit, come, My soul is waiting now","","",,"Thomas Davis","",,,,come_holy_spirit_come_my_soul_is_waiting,""
1203,"Come, Holy Spirit, Mercies revealing","","",,"Thomas Davis","",,,,come_holy_spirit_mercies_revealing,""
1204,"Holiest, holiest, hearken in love","","",,"Thomas Davis","",,,,holiest_holiest_hearken_in_love,""
1205,"How kind our Father's voice","","",,"Thomas Davis","",,,,how_kind_our_fathers_voice,""
1206,"Come and reign, come and reign","","",,"Sidney S. Brewer","",,,,come_and_reign_come_and_reign,""
1207,"I've seen some way worn travelers","Palms of victory","",,"Sidney S. Brewer","",,,,ive_seen_some_way_worn_travelers,""
1208,"List ye mortals, hear the sound","","",,"Sidney S. Brewer","",,,,list_ye_mortals_hear_the_sound,""
1209,"Look my brethren see the tokens","","Hold the faith the Lord is coming",,"Sidney S. Brewer","",,,,look_my_brethren_see_the_tokens,""
1210,"O haste with me to seek those happy scenes","","",,"Sidney S. Brewer","",,,,o_haste_with_me_to_seek_those_happy_scen,""
1211,"O how I long to see that day","","O carry me home, carry me home",,"Sidney S. Brewer","",,,,o_how_i_long_to_see_that_day,""
1212,"O the home we have in that heavenly land","","",,"Sidney S. Brewer","",,,,o_the_home_we_have_in_that_heavenly_land,""
1213,"O world of pure glory","","O glorious choir whom God",,"Sidney S. Brewer","",,,,o_world_of_pure_glory,""
1214,"The midnight cry in mercy sounds","","Go forth to meet your Lord",,"Sidney S. Brewer","",,,,the_midnight_cry_in_mercy_sounds,""
1215,"Watchman, has the tribulation","","",,"Sidney S. Brewer","",,,,watchman_has_the_tribulation,""
1216,"Comrades known in marches many Comrades tried in dangers many","","",,"Samuel Smith","",,,,comrades_known_in_marches_many_comrades_,""
1217,"None on earth, and none in heaven","","",,"Samuel Smith","",,,,none_on_earth_and_none_in_heaven,""
1218,"Come children, thank the Lord","","",,"James W. Alexander","",,,,come_children_thank_the_lord,""
1219,"I leave thee not, thou art my Jesus ever","","",,"James W. Alexander","",,,,i_leave_thee_not_thou_art_my_jesus_ever,""
1220,"Jesus' holy cross and dying","","",,"James W. Alexander","",,,,jesus_holy_cross_and_dying,""
1221,"Now the crucible is breaking","","",,"James W. Alexander","",,,,now_the_crucible_is_breaking,""
1222,"When I see the hanging, bleeding","","",,"James W. Alexander","",,,,when_i_see_the_hanging_bleeding,""
1223,"When no eye its pity gave us","","",,"James W. Alexander","",,,,when_no_eye_its_pity_gave_us,""
1224,"Again we meet around the board","","",,"Eliza R. Snow","",,,,again_we_meet_around_the_board,""
1225,"Be ever wise in what you choose","Gold and tinsel","",,"Eliza R. Snow","",,,,be_ever_wise_in_what_you_choose,""
1226,"Behold the great redeemer die [dies]","","",,"Eliza R. Snow","",,,,behold_the_great_redeemer_die_dies,""
1227,"Beneath the mountains crowned with snows of twenty years ago","","",,"Eliza R. Snow","",,,,beneath_the_mountains_crowned_with_snows,""
1228,"Cease, ye fond parents, cease to weep","","",,"Eliza R. Snow","",,,,cease_ye_fond_parents_cease_to_weep,""
1229,"Children look at the stars","","",,"Eliza R. Snow","",,,,children_look_at_the_stars,""
1230,"Children obey your parents and give them honor due","","",,"Eliza R. Snow","",,,,children_obey_your_parents_and_give_them,""
1231,"Darling, we are waiting for thee","","",,"Eliza R. Snow","",,,,darling_we_are_waiting_for_thee,""
1232,"Earthly happiness is fleeting","","",,"Eliza R. Snow","",,,,earthly_happiness_is_fleeting,""
1233,"Great is the Lord, 'tis good to praise","","",,"Eliza R. Snow","",,,,great_is_the_lord_tis_good_to_praise,""
1234,"How great the wisdom and the love","","",,"Eliza R. Snow","",,,,how_great_the_wisdom_and_the_love,""
1235,"I saw a thing of rudest form","The tool and the gem","",,"Eliza R. Snow","",,,,i_saw_a_thing_of_rudest_form,""
1236,"I'll serve the Lord while I am young","","",,"Eliza R. Snow","",,,,ill_serve_the_lord_while_i_am_young,""
1237,"In our lovely Deseret","","Hark, hark, hark, 'tis chidlren's music",,"Eliza R. Snow","",,,,in_our_lovely_deseret,""
1238,"Let those who would be saints indeed","","",,"Eliza R. Snow","",,,,let_those_who_would_be_saints_indeed,""
1239,"Let us work each day of our earthly stay","Doing all the good we can","",,"Eliza R. Snow","",,,,let_us_work_each_day_of_our_earthly_stay,""
1240,"Little Annie clung to her mother's side","Annie's sympathy","",,"Eliza R. Snow","",,,,little_annie_clung_to_her_mothers_side,""
1241,"Little Betty loves her doll","","",,"Eliza R. Snow","",,,,little_betty_loves_her_doll,""
1242,"Little star that shines so bright","The child and the star","",,"Eliza R. Snow","",,,,little_star_that_shines_so_bright,""
1243,"My own dear loving father","My father dear","",,"Eliza R. Snow","",,,,my_own_dear_loving_father,""
1244,"My own indulgent father","","My father dear",,"Eliza R. Snow","",,,,my_own_indulgent_father,""
1245,"Now he's gone, we'd not recall him","","",,"Eliza R. Snow","",,,,now_hes_gone_wed_not_recall_him,""
1246,"O awake my slumbering minstrel","","",,"Eliza R. Snow","",,,,o_awake_my_slumbering_minstrel,""
1247,"O God, thou God that [who] rules on high","","",,"Eliza R. Snow","",,,,o_god_thou_god_that_who_rules_on_high,""
1248,"O my Father, thou that dwellest In the high  and glorious","","",,"Eliza R. Snow","",,,,o_my_father_thou_that_dwellest_in_the_hi,""
1249,"O tell me not of ease or fame","My own home","",,"Eliza R. Snow","",,,,o_tell_me_not_of_ease_or_fame,""
1250,"Our heavenly Father, we will sing","","",,"Eliza R. Snow","",,,,our_heavenly_father_we_will_sing,""
1251,"Remember your time honored laws","","",,"Eliza R. Snow","",,,,remember_your_time_honored_laws,""
1252,"The curse of God on man was placed","","",,"Eliza R. Snow","",,,,the_curse_of_god_on_man_was_placed,""
1253,"The glorious day is rolling on","","That glorious day is drawing nigh",,"Eliza R. Snow","",,,,the_glorious_day_is_rolling_on,""
1254,"The Lord imparted from above","","",,"Eliza R. Snow","",,,,the_lord_imparted_from_above,""
1255,"The tide of time is ebbing low","The world's jubilee","Awake, awake let the nations hear",,"Eliza R. Snow","",,,,the_tide_of_time_is_ebbing_low,""
1256,"The time is far spent there is little remaining","","",,"Eliza R. Snow","",,,,the_time_is_far_spent_there_is_little_re,""
1257,"The trials of the present day","","",,"Eliza R. Snow","",,,,the_trials_of_the_present_day,""
1258,"There is a precious jewel","A precious jewel","",,"Eliza R. Snow","",,,,there_is_a_precious_jewel,""
1259,"Think not, when you gather to Zion","","",,"Eliza R. Snow","",,,,think_not_when_you_gather_to_zion,""
1260,"Thou dost not weep, to weep alone","","",,"Eliza R. Snow","",,,,thou_dost_not_weep_to_weep_alone,""
1261,"Thou, earth, wast once a glorious sphere","","",,"Eliza R. Snow","",,,,thou_earth_wast_once_a_glorious_sphere,""
1262,"Though deepening trials throng your way","","",,"Eliza R. Snow","",,,,though_deepening_trials_throng_your_way,""
1263,"Though outward trials throng your way","","",,"Eliza R. Snow","",,,,though_outward_trials_throng_your_way,""
1264,"'Tis music's self, how sweet to sing","","",,"Eliza R. Snow","",,,,tis_musics_self_how_sweet_to_sing,""
1265,"Truth reflects upon our senses","The mote and beam","",,"Eliza R. Snow","",,,,truth_reflects_upon_our_senses,""
1266,"We hail the day, the glorious day","","",,"Eliza R. Snow","",,,,we_hail_the_day_the_glorious_day,""
1267,"While affliction's surge is o'er you","","",,"Eliza R. Snow","",,,,while_afflictions_surge_is_oer_you,""
1268,"Ye saints who dwell on Europe's shore","","",,"Eliza R. Snow","",,,,ye_saints_who_dwell_on_europes_shore,""
1269,"Your sweet little rose bud has left you","","",,"Eliza R. Snow","",,,,your_sweet_little_rose_bud_has_left_you,""
1270,"Zion's noblest sons are weeping","","",,"Eliza R. Snow","",,,,zions_noblest_sons_are_weeping,""
1271,"Awake, ye saints of God","","He is leading on the host",,"Elisha A. Hoffman","Eliza R. Snow",,,,awake_ye_saints_of_god,""
1272,"Wenn die Schwalben heimwärts zieh'n","","",,"C. Herlossohn","",,,,wenn_die_schwalben_heimwrts_ziehn,""
1273,"We bless Thee, Jesus Christ our Lord","We Bless Thee, Jesus Christ Our Lord","",German; English,"C. Vischer","B. H. Kennedy",,,8.8.8.8,we_bless_thee_jesus_christ_our_lord,""
1274,"Ever will I bless the Lord","","",,"Benjamin H. Kennedy","",,,,ever_will_i_bless_the_lord,""
1275,"God of my righteousness, reply","","",,"Benjamin H. Kennedy","",,,,god_of_my_righteousness_reply,""
1276,"Hope, Christian soul, in every stage","Hope on","Hope on, hope on",,"Benjamin H. Kennedy","",,,,hope_christian_soul_in_every_stage,""
1277,"How blest are they who flee from ill","","",,"Benjamin H. Kennedy","",,,,how_blest_are_they_who_flee_from_ill,""
1278,"How blest the man who fears to stray","","",,"Benjamin H. Kennedy","",,,,how_blest_the_man_who_fears_to_stray,""
1279,"How long forgotten, Lord","","",,"Benjamin H. Kennedy","",,,,how_long_forgotten_lord,""
1280,"Labor ever, late and early","","",,"Benjamin H. Kennedy","",,,,labor_ever_late_and_early,""
1281,"Let my blest guardian, while I sleep","","",,"Benjamin H. Kennedy","",,,,let_my_blest_guardian_while_i_sleep,""
1282,"Not in envy, not in anger","","",,"Benjamin H. Kennedy","",,,,not_in_envy_not_in_anger,""
1283,"O Lord our King, how bright thy fame","","",,"Benjamin H. Kennedy","",,,,o_lord_our_king_how_bright_thy_fame,""
1284,"Sing unto the Lord with mirth","","",,"Benjamin H. Kennedy","",,,,sing_unto_the_lord_with_mirth,""
1285,"Soon will the heavenly Bridegroom come","","",,"Benjamin H. Kennedy","",,,,soon_will_the_heavenly_bridegroom_come,""
1286,"The heavens, O God, thy glory tell","","",,"Benjamin H. Kennedy","",,,,the_heavens_o_god_thy_glory_tell,""
1287,"Unto my Lord Jehovah said (Kennedy)","","",,"Benjamin H. Kennedy","",,,,unto_my_lord_jehovah_said_kennedy,""
1288,"We sat and wept by Babel's stream","","",,"Benjamin H. Kennedy","",,,,we_sat_and_wept_by_babels_stream,""
1289,"Whilst the careless world is sleeping","","",,"Benjamin H. Kennedy","",,,,whilst_the_careless_world_is_sleeping,""
1290,"Why do the heathen rage, What are the nations","","",,"Benjamin H. Kennedy","",,,,why_do_the_heathen_rage_what_are_the_nat,""
1291,"Ask ye what great thing I know","Ask Ye What Great Thing I Know","",English,"Benjamin H. Kennedy","Johann C. Schwedler",,,7.7.7.7.7 D,ask_ye_what_great_thing_i_know,""
1292,"To Father, Son and Holy Ghost","","",,"W. R. Whittingham","",,,,to_father_son_and_holy_ghost_for_ever,""
1293,"Jerusalem! high tower thy glorious walls","Jerusalem! high tower thy glorious walls","",English,"Johann M. Meyfart","William R. Whittingham",,,10.6.10.6.7.6.7.6,jerusalem_high_tower_thy_glorious_walls,"<i>German</i>"
1294,"Calmly, calmly lay him down","","",,"William Gaskell","",,,,calmly_calmly_lay_him_down,""
1295,"Dark, dark indeed the grave would be","","",,"William Gaskell","",,,,dark_dark_indeed_the_grave_would_be,""
1296,"Dark were the paths our Master trod","","",,"William Gaskell","",,,,dark_were_the_paths_our_master_trod,""
1297,"Darkness o'er the world was brooding","","",,"William Gaskell","",,,,darkness_oer_the_world_was_brooding,""
1298,"Father, throughout the coming year","","",,"William Gaskell","",,,,father_throughout_the_coming_year,""
1299,"Father, we humbly would repose","","",,"William Gaskell","",,,,father_we_humbly_would_repose,""
1300,"Forth went the heralds of the cross","","",,"William Gaskell","",,,,forth_went_the_heralds_of_the_cross,""
1301,"How long, O Lord, his brother's blood","","",,"William Gaskell","",,,,how_long_o_lord_his_brothers_blood,""
1302,"In thine all-embracing sight","","",,"William Gaskell","",,,,in_thine_allembracing_sight,""
1303,"In vain we thus recall to mind","","",,"William Gaskell","",,,,in_vain_we_thus_recall_to_mind,""
1304,"Mighty God, the First, the Last","","",English,"William Gaskell","",,,7.7.7.7,mighty_god_the_first_the_last,""
1305,"No more, on earth no more","","",,"William Gaskell","",,,,no_more_on_earth_no_more,""
1306,"Not on this day O Lord alone","","",,"William Gaskell","",,,,not_on_this_day_o_lord_alone,""
1307,"Not on this day O lord alone would we thy presence seek","","",,"William Gaskell","",,,,not_on_this_day_o_lord_alone_would_we_th,""
1308,"O Father, gladly we repose","","",,"William Gaskell","",,,,o_father_gladly_we_repose,""
1309,"O God, the darkness roll away","","",,"William Gaskell","",,,,o_god_the_darkness_roll_away,""
1310,"O God, to thee our hearts would pay","","",,"William Gaskell","",,,,o_god_to_thee_our_hearts_would_pay,""
1311,"O God, who knowest how frail we are","","",,"William Gaskell","",,,,o_god_who_knowest_how_frail_we_are,""
1312,"O hush great God the sounds of war","","",,"William Gaskell","",,,,o_hush_great_god_the_sounds_of_war,""
1313,"O not by solemn rites alone","","",,"William Gaskell","",,,,o_not_by_solemn_rites_alone,""
1314,"O not to crush with abject fear","","",,"William Gaskell","",,,,o_not_to_crush_with_abject_fear,""
1315,"Our Father, through the coming year","","",,"William Gaskell","",,,,our_father_through_the_coming_year,""
1316,"Press on, press on, ye sons of light","","",,"William Gaskell","",,,,press_on_press_on_ye_sons_of_light,""
1317,"Press on ye sons of light","","",,"William Gaskell","",,,,press_on_ye_sons_of_light,""
1318,"Sleep not, soldier of the cross","","",,"William Gaskell","",,,,sleep_not_soldier_of_the_cross,""
1319,"Thanks, thanks unto God","","",,"William Gaskell","",,,,thanks_thanks_unto_god,""
1320,"Though lowly here our lot may be","","",,"William Gaskell","",,,,though_lowly_here_our_lot_may_be,""
1321,"Through all this life's eventful road","","",,"William Gaskell","",,,,through_all_this_lifes_eventful_road,""
1322,"To thee, the Lord almighty","","",,"William Gaskell","",,,,to_thee_the_lord_almighty,""
1323,"Unto thy temple, God of love","","",,"William Gaskell","",,,,unto_thy_temple_god_of_love,""
1324,"We would leave, O God, to thee","","",,"William Gaskell","",,,,we_would_leave_o_god_to_thee,""
1325,"When arise the thoughts of sin","","",,"William Gaskell","",,,,when_arise_the_thoughts_of_sin,""
1326,"A sure stronghold our God is He","A sure stronghold our God is He","",German; English,"Luther","William Gaskell",,,8.7.8.7.6.6.6.6.7,a_sure_stronghold_our_god_is_he,""
1327,"O blessed, blessèd sounds of grace","","",,"William Maclardie Bunting","",,,,o_blessed_blessed_sounds_of_grace,""
1328,"Blest Spirit, from the eternal Sire","","",,"W. M. Bunting","",,,,blest_spirit_from_the_eternal_sire,""
1329,"Father, our child we place","","",,"W. M. Bunting","",,,,father_our_child_we_place,""
1330,"Holy Spirit, pity me Pierced with grief for grieving thee","","",,"W. M. Bunting","",,,,holy_spirit_pity_me_pierced_with_grief_f,""
1331,"Let all in whom the Spirit glows","","",,"W. M. Bunting","",,,,let_all_in_whom_the_spirit_glows,""
1332,"O God, how often hath thine ear","","",,"W. M. Bunting","",,,,o_god_how_often_hath_thine_ear,""
1333,"Rites cannot change the heart","","",,"W. M. Bunting","",,,,rites_cannot_change_the_heart,""
1334,"Rites change not, Lord, the heart","","",,"W. M. Bunting","",,,,rites_change_not_lord_the_heart,""
1335,"The flesh of our Lord Jesus Christ","","",,"W. M. Bunting","",,,,the_flesh_of_our_lord_jesus_christ,""
1336,"This day the covenant I sign","","",,"W. M. Bunting","",,,,this_day_the_covenant_i_sign,""
1337,"While yet the life proclaiming word","I can, I will","",,"W. M. Bunting","",,,,while_yet_the_life_proclaiming_word,""
1338,"A strong tower is the Lord our God","","",,"Martin Luther","W. M. Bunting",,,,a_strong_tower_is_the_lord_our_god,""
1339,"Arise, my soul, arise (Adams)","","",,"Sarah F. Adams","",,,,arise_my_soul_arise_adams,""
1340,"Arise, my soul, to Pisgah's height","","We'll stem the storm, it won't be long",,"Sarah F. Adams","",,,,arise_my_soul_to_pisgahs_height,""
1341,"Bliz k Tebe, Boze m(j","","",,"Sarah F. Adams","",,,,bliz_k_tebe_boze_mj,""
1342,"Cerca de Ti, Senor, Quiero morar","","",,"Sarah F. Adams","",,,,cerca_de_ti_senor_quiero_morar,""
1343,"Diolchaf am y groes, Er trymed hi","","",,"Sarah F. Adams","",,,,diolchaf_am_y_groes_er_trymed_hi,""
1344,"Gently fall the dews of eve","","",,"Sarah F. Adams","",,,,gently_fall_the_dews_of_eve,""
1345,"God sendeth sun, He sendeth shower","","",,"Sarah F. Adams","",,,,god_sendeth_sun_he_sendeth_shower,""
1346,"Istenem Te hozzad, Mind kozelebb","","",,"Sarah F. Adams","",,,,istenem_te_hozzad_mind_kozelebb,""
1347,"Mas cerca, O Dios, de ti, Yo quiero estar","","",,"Sarah F. Adams","",,,,mas_cerca_o_dios_de_ti_yo_quiero_estar,""
1348,"Nearer, my God, to Thee","Nearer, my God, to Thee","",English,"Sarah F. Adams","",,,6.4.6.4.6.6.6.4,nearer_my_god_to_thee_nearer_to_thee_een,""
1349,"N'rmare, gud, till dig n'rmare dig","","",,"Sarah F. Adams","",,,,nrmare_gud_till_dig_nrmare_dig,""
1350,"N'rmere dig, min Gud","","",,"Sarah F. Adams","",,,,nrmere_dig_min_gud,""
1351,"N'rmere, Gud, til dig","","",,"Sarah F. Adams","",,,,nrmere_gud_til_dig,""
1352,"O hallowed memories of the past","","",,"Sarah F. Adams","",,,,o_hallowed_memories_of_the_past,""
1353,"O human heart, thou hast a song","","",,"Sarah F. Adams","",,,,o_human_heart_thou_hast_a_song,""
1354,"O I would sing a song of praise","","",,"Sarah F. Adams","",,,,o_i_would_sing_a_song_of_praise,""
1355,"Part in peace; is day before us?","","",English,"Sarah F. Adams","",,,8.7.8.7,part_in_peace_is_day_before_us,"copyright, 1895, by The Trustees of Thy Presbyterian Board of Publication and Sabbath-School Work"
1356,"Part in peace, with deep thanksgiving","","",,"Sarah F. Adams","",,,,part_in_peace_with_deep_thanksgiving,""
1357,"The mourners came at break of day","","",,"Sarah F. Adams","",,,,the_mourners_came_at_break_of_day,""
1358,"The world may change from old to new","","",,"Sarah F. Adams","",,,,the_world_may_change_from_old_to_new,""
1359,"Though like the wanderer, Daylight all gone","","",,"Sarah F. Adams","",,,,though_like_the_wanderer_daylight_all_go,""
1360,"A voice upon the midnight air","","",,"James Martineau","",,,,a_voice_upon_the_midnight_air,""
1361,"Thy way is in the deep, O Lord","","",,"James Martineau","",,,,thy_way_is_in_the_deep_o_lord,""
1362,"Where is your God? Answer them, Lord","","",,"James Martineau","",,,,where_is_your_god_answer_them_lord,""
1363,"Where is your God they say","","",,"James Martineau","",,,,where_is_your_god_they_say,""
1364,"A year's swift months have passed away","","",,"J. D. Chambers","",,,,a_years_swift_months_have_passed_away,""
1365,"All glorious King of martyrs","","",,"J. D. Chambers","",,,,all_glorious_king_of_martyrs,""
1366,"All hail, adored Trinity","","",,"J. D. Chambers","",,,,all_hail_adored_trinity,""
1367,"Helped by the Almighty's arm, at last","","",,"J. D. Chambers","",,,,helped_by_the_almightys_arm_at_last,""
1368,"Let every heart exulting beat","","",,"J. D. Chambers","",,,,let_every_heart_exulting_beat,""
1369,"O blest Creator, God most high","","",,"J. D. Chambers","",,,,o_blest_creator_god_most_high,""
1370,"O Christ, Thou art our joy alone","","",,"J. D. Chambers","",,,,o_christ_thou_art_our_joy_alone,""
1371,"O King, eternal, Lord of grace","","",,"J. D. Chambers","",,,,o_king_eternal_lord_of_grace,""
1372,"O with what glorious lustre thou shinest","","",,"J. D. Chambers","",,,,o_with_what_glorious_lustre_thou_shinest,""
1373,"Of all thy warrior saints, O Lord","","",,"J. D. Chambers","",,,,of_all_thy_warrior_saints_o_lord,""
1374,"Warrior kings their titles gain","","",,"J. D. Chambers","",,,,warrior_kings_their_titles_gain,""
1375,"Ye glooms of night, ye clouds and shade","","",,"J. D. Chambers","Aurelius Clemens Prudentius",,,,ye_glooms_of_night_ye_clouds_and_shade,""
1376,"Farewell to thee, brother","","",,"George W. Bethune","",,,,farewell_to_thee_brother,""
1377,"Full many a year has sped","","",,"George W. Bethune","",,,,full_many_a_year_has_sped,""
1378,"God's blessing be upon our own, our native land","","",,"George W. Bethune","",,,,gods_blessing_be_upon_our_own_our_native,""
1379,"I love to sing of Christ my King","There Is No Name So Sweet on Earth","",English,"George W. Bethune","",,,8.7.8.7,we_love_to_sing_of_christ_our_king,""
1380,"I love to sing when I am glad","","",,"George W. Bethune","",,,,i_love_to_sing_when_i_am_glad,""
1381,"In the dying of the year","","",,"George W. Bethune","",,,,in_the_dying_of_the_year,""
1382,"Jesus, Shepherd of thy sheep, hither with thy flock","","",,"George W. Bethune","",,,,jesus_shepherd_of_thy_sheep_hither_with_,""
1383,"Joy and gladness! Joy and gladness!","Joy and Gladness!","",English,"George W. Bethune","",,,8.4.8.4.8.8.8.4,joy_and_gladness_joy_and_gladness,""
1384,"Let others praise the ruby bright","","Then give me a cup of cold water",,"George W. Bethune","",,,,let_others_praise_the_ruby_bright,""
1385,"Let others sing the ruby bright","","",,"George W. Bethune","",,,,let_others_sing_the_ruby_bright,""
1386,"Light of the immortal father's glory","","",,"George W. Bethune","",,,,light_of_the_immortal_fathers_glory,""
1387,"Live to do good, but not with thought to win","","",,"George W. Bethune","",,,,live_to_do_good_but_not_with_thought_to_,""
1388,"No hay otro nombre para mi","","Me gozo much en alabar",,"George W. Bethune","",,,,no_hay_otro_nombre_para_mi,""
1389,"O blessed Jesus, when I see thee bending","","",,"George W. Bethune","",,,,o_blessed_jesus_when_i_see_thee_bending,""
1390,"O city of the jasper wall","","O land of bliss, O land of light",,"George W. Bethune","",,,,o_city_of_the_jasper_wall,""
1391,"O for the happy hour","","",,"George W. Bethune","",,,,o_for_the_happy_hour,""
1392,"O Jesus, when I think of thee","O Jesus, When I Think of Thee","",English,"George W. Bethune","",,,8.6.8.6,o_jesus_when_i_think_of_thee,""
1393,"The desert flower afar may bloom","","",,"George W. Bethune","",,,,the_desert_flower_afar_may_bloom,""
1394,"They seek their father country","","",,"George W. Bethune","",,,,they_seek_their_father_country,""
1395,"'Tis he, 'tis he, I know him now","","",,"George W. Bethune","",,,,tis_he_tis_he_i_know_him_now,""
1396,"Tossed upon life's raging billow","","",,"George W. Bethune","",,,,tossed_upon_lifes_raging_billow,""
1397,"Upon the well by Sychar's gate","My meat is to do the will of him that sent me","",,"George W. Bethune","",,,,upon_the_well_by_sychars_gate,""
1398,"We come to the fountain, we stand by the wave","","",,"George W. Bethune","",,,,we_come_to_the_fountain_we_stand_by_the_,""
1399,"We come, we come, with loud acclaim","","",,"George W. Bethune","",,,,we_come_we_come_with_loud_acclaim,""
1400,"When time seems short and death is near","","",,"George W. Bethune","",,,,when_time_seems_short_and_death_is_near,""
1401,"Within her downy cradle, there lay a little child","Early lost, early saved","",,"George W. Bethune","",,,,within_her_downy_cradle_there_lay_a_litt,""
1402,"Yes, bear them to their rest","","",,"George W. Bethune","",,,,yes_bear_them_to_their_rest,""
1403,"If only I have Thee","","",,"George W. Bethune","Novalis",,,,if_only_i_have_thee,""
1404,"A single star how bright","The morning star","",,"Frederick Henry Hedge","",,,,a_single_star_how_bright,""
1405,"Beneath thine hammer, Lord, I lie","","",,"Frederick Henry Hedge","",,,,beneath_thine_hammer_lord_i_lie,""
1406,"Ein nerth a'n cadarn Dwr yw Duw","","",,"Frederick Henry Hedge","",,,,ein_nerth_an_cadarn_dwr_yw_duw,""
1407,"Holy Spirit, Fire divine, Send from heaven a ray of thine","","",,"Frederick Henry Hedge","",,,,holy_spirit_fire_divine_send_from_heaven,""
1408,"In love to God and love to man","","",,"Frederick Henry Hedge","",,,,in_love_to_god_and_love_to_man,""
