hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
SFEL1876,"Sonntagschulbuch für Evangelisch-Lutherische Gemeinden.","Evangelical Lutheran Church in North America.","J. Kohler [etc.]",Philadelphia,"",1876,"Evangelical Lutheran Church",No Hymns
SGR1876,"Sonntagsschul-Gesangbuch der Reformirten Kirche in den Vereinigten Staaten","Deutsches Verlagshaus","Deutsches Verlagshaus der Reformirten Kirche in der Ver. Staaten",Cleveland,"Oh.",1876,"Reformed Church in the United States",Has Music
SGRK1876,"Sonntagsschul-Gesangbuch der Reformirten Kirchen in den Vereinigten Staaten","Central Verlagshaus der Ref. Kirche in US","Central Verlagshaus der Ref. Kirche in US",Cleveland,"Oh.",1876,"(German) Reformed Church in the US",
BOWP1876,"The Book of Worship: prepared for the use of the New Church, by order of the general convention (New York ed.)","","The New Church  Board of Publications",New York,"",1876,"General Church of the New Jerusalem",Has Music
CHDS1877,"The College Hymnal: for divine service at Yale College in the Battell Chapel","Henry Holt & Co.","Henry Holt & Co.",New York,"",1876,"",
HCCH1876,"The Heavenly Choir: a collection of hymns and tunes for all occasions of worship, congregational, church, prayer, praise, choir, Sunday school, and social meeings","T. Wood; C. M. Cady","C. M. Cady",New York,"",1876,"",Has Music
IH1876,"The Imperial Harmony","J. B. Aikin; H. P. Main; C. G. Allen; Biglow & Main Co.","Biglow & Main Co.",New York," N.Y. ; Chicago, Ill.",1876,"",
LHAP1876,"The Liturgy and Hymns of the American Province of the Unitas Fratrum","Moravian Pub. Office","Moravian Pub. Office",Bethlehem,"Penn.",1876,"Moravian Church in America (Unitas Fratrum)",
NH1876,"The New Hymnary: a collection of hymns and tunes for Sunday Schools","Sigismond Lasar; Biglow & Main Co.","Biglow & Main Co.",New York; Chicago,"",1876,"",Has Music
PODE1876,"The Praise Offering: Designed Expressly for Prayer, Experience, Revival and Camp Meetings.","W. H. Lanthurn; E. S. Lorenz; United Brethren Publishing House","United Brethren Publishing House",Dayton,"Oh.",1876,"United Brethren in Christ",Has Music
SHTB1876,"The School Hymn and Tune Book","J. D. Bartley; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"N.Y.",1876,"",
SSBC1876,"The Service of Song for Baptist Churches","S. L. Caldwell; Sheldon","Sheldon",New York,"N.Y.",1876,"Baptist hymnals (general)",
SSH1876,"The Sunday school hymnal","Strassburger, N. S., [from old catalog] comp","Allentown, Pa.",,"",1876,"",No Hymns
W1869,"The Welcome: a book of hymns, songs and lessons for the children of the New Church (3rd ed.)","Frank Sewall; General Convention of the New Jerusalem, USA","New Church Board of Publication",New York,"",1876,"General Convention of the New Jerusalem in the United States of America",Has Music
CSHS1877,"A Choice Selection of Hymns and Spiritual Songs for the use of the Baptist Church and all lovers of song","Elder E. D. Thomas; Arrowood Bros.","Arrowood Brothers",Wayne,"W.V.",1877,"Baptist hymnals (general)",
NCSH1877,"A New and Choice Selection of Hymns and Spiritual Songs for the Use of the Regular Baptist Church. 10th ed.","E. D. Thomas","",,"",1877,"Regular Baptists",
BMCA1877,"Biglow & Main's Christmas Annual No. 8","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1877,"",
BMMA1877,"Biglow & Main's May Annual for 1877","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1877,"",
CHCG1877,"Christian Hymns to be used by the Children of God. 2nd ed.","William Morris","Chandler",Philadelphia,"Penn.",1877,"",
CL1877,"Christliche Lieder","Abraham A. Meyer; J. G. Stauffer","J. G. Stauffer",Milford Square,"Penn.",1877,"Mennonite hymnals (general)",
CH1886,"Church Hymnal","Committee appointed by Bishop of Montreal; Lovell Printing","John W. Lovell",Rouses Point,"NY",1877,"Church of England in Canada",Has Music
CS1877,"Crystal Songs","O. F. Presbrey; W. W. Whitney","W. W. Whitney",Toledo,"Oh.",1877,"",
DLSG1871,"Die allgemeine Lieder-Sammlung zum privat und öffentlichen Gottes-Dienst: mit fleiß zusammengetragen (2nd Aufl.)","Mennonitische Verlags-Handlung","Mennonitische Verlags-Handlung",Elkhart,"Ind.",1877,"Mennonite and Anabaptist",
FSH1877,"Full Salvation Hymnal","J. E. Irvine; Nelson & Phillips","Nelson & Phillips",New York,"N.Y.",1877,"",
GEGG1877,"Gesangbuch der Evangelischen Gemeinschaft fuer oeffentlichen und haeuslicheGottesdienst","Verlagshaus der Ev. Gemein.","Verlagshaus der Ev. Gemein.",Cleveland,"Oh.",1877,"Evangelical Association",
GESS1877,"Gospel Echoes for the Sunday School","R. G. Staples; Central Book Concern","Central Book Concern",Oskaloosa,"Ia.",1877,"",
GM1877,"Gospel Music : A Choice Collection of Hymns and Melodies New and Old for Gospel, Revival, Prayer and Social Meetings, Family Worship, etc. ","Rev Robert Lowry; W. Howard Doane; Biglow & Main","Biglow & Main",New York; Chicago,"",1877,"",Has Music
H1877,"Heavenward: a choice selection of sacred songs, adapted to the wants of Sunday Schools, Praise Meetings and the Home Circle","James R. Murray; S. Brainard's Sons","S. Brainard's Sons",Cleveland,"Oh.",1877,"",Has Music
HAM1877,"Hymns ancient and modern ..","Church of England","Pott, Young & Co",New York,"",1877,"",No Hymns
JG1877,"Jasper and Gold: A choice collection of song-gems for Sunday-Schools, social meetings, and times of refreshing","T. C. O'Kane; Hitchcock & Walden","Hitchcock & Walden",Cincinnati,"",1877,"",Has Music
KELG1877,"Kirchenbuch für Evangelisch-Lutherische Gemeinden","General Council of the Evangelical Lutheran Church in North ; United Lutheran Publishing House","United Lutheran Publication House",Philadelphia,"",1877,"General Council of the Evangelical Lutheran Church in North America",
NMoP1877,"New Melodies of Praise: a collection of new tunes and hymns, for the Sabbath School and praise meeting","R. A. Glenn; Aldine S. Kieffer; Ruebush, Kieffer & Co.","Ruebush Kieffer & Co.",Singers' Glen,"Va.",1877,"",Shape Note; Has Music
NPoS1877,"New pearls of song : a choice collection for Sabbath schools and the home circle","Frank M. Davis; J. P. Shaw","J. P. Shaw",Rochester,"N.Y.",1877,"",Has Music
NSCS1877,"New Starry Crown for the Sabbath School","Aldine S. Kieffer; Ruebush Kieffer","Ruebush Kieffer",Singers' Glen,"Va.",1877,"",
PB1877,"Praise Book","Mrs. Maggie N. van Cott; Oliver Ditson & Company","Oliver Ditson & Co.",Boston,"",1877,"",Has Music
SSSS1877,"Select Sabbath School Songs","Sabbath Scholars' Quarterly","Sabbath Scholars' Quarterly",,"",1877,"",
SSGU1877,"Song Sermons for General Use and Special Services","Phillip Phillips; International Music and Publishing Agency","International Music and Publishing Agency",New York,"",1877,"",Has Music
S4S1877,"Songs for the School","J. D. Bartley; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"N.Y.",1877,"",
SoB1877,"Songs of Beulah : A New Collection of Music for Sunday Schools, Families and Devotional Meetings","Rev. S. L. Harkey; Lee & Walker; J. M. Barringer","Lee & Walker",Philadelphia,"",1877,"",Has Music
SGCN1877,"Songs of Gratitude, a Collection of New Songs for Sunday Schools and       Worshiping Assemblies","Jas. H. Fillmore; Fillmore Brothers","Fillmore Brothers",Cincinnati,"",1877,"",Has Music
SZTH1877,"Songs of Zion, or The Hymnal Casket","Wiley Jones; Wiley Jones","Wiley Jones",Norfolk,"Va.",1877,"",
SSHT1877,"Sunday School Hymns and Tunes","John C. Hollister; E. P. Dutton & Co.","E. P. Dutton & Co.",New York,"N.Y.",1877,"",
TGBE1877,"Temperance Glee Book. Enlarged ed.","Asa Hull; Oliver Ditson & Co.; C. H. Ditson & Co.","Oliver Ditson & Co. / C. H. Ditson & Co.",Boston," Mass. ; New York, N.Y.",1877,"",Temperance
CC1877,"The Chautauqua Carols","Chautauqua Sunday School Assembly","[The Assembly?]",Chautauqua,"N.Y.",1877,"",
CHT1875,"The Children's Hymnal with Tunes","J. I. Tucker; F. J. Huntington & Co.","F. J. Huntington & Co.",New York,"",1877,"(Protestant) Episcopal Church",Has Music
CHPH1877,"The Christian Hymnal: a selection of psalms and hymns with music, for use in public worship","Nathaniel J. Burton; Edwin Pond Parker; Joseph H. Twichell; Brown & Gross","Brown & Gross",Hartford,"Conn.",1877,"",Has Music
ESHS1877,"The Ebenezer Selection of Hymns and Spiritual Songs, with an appendix Consisting of Miscellaneous Pieces. 6th ed.","J. Clark; Claxton, Remson & Haffelfinger","Claxton, Remson & Haffelfinger",Philadelphia,"Penn.",1877,"",
HBAM1877,"The Hymn book of the African Methodist Episcopal Church: being a collection of hymns, sacred songs and chants, designed to supersede all others hitherto made use of in that Church ; selected from vari","African Methodist Episcopal Church","Publication Dept. of the A.M.E. Church",Philadelphia,"",1877,"African Methodist Episcopal Church",No Hymns
MS1877,"The Morning Star: a collection of new sacred songs, for the Sunday school, prayer meeting, and the social circle","Knowles Shaw; Central Book Concern","Central Book Concern",Cincinnati,"Oh.",1877,"",Has Music
TCT1877,"The Tabernacle Chorus (Trinity ed.)","Rev. Alfred Taylor; J. B. Simmons, D. D.; Biglow & Main","Biglow & Main",New York,"",1877,"Presbyterian Church in the U.S.A.",
TSCF1877,"The Truth Seeker Collection of Forms, Hymns and Recitations, Original and Selected, for the Use of Liberals","D. M. Bennett, Liberal and Scientific Publications","D. M. Bennett, Liberal and Scientific Publications",New York,"N.Y.",1877,"Liberal Church of America",
WT1877,"Welcome Tidings: a new collection of sacred songs for the Sunday School ","Rev. Robert Lowry; W. Howard Doane; Ira D. Sankey; Biglow & Main","Biglow & Main",New York,"N.Y.",1877,"",Has Music
HVSP1878,"A Hymnal and Vesperal for the Seasons and Principal Festivals of the       Ecclesiastical Year","Kelly, Piet & Co.","Kelly, Piet & Co.",Baltimore,"Md.",1878,"Roman Catholic Church",
L4NC1878,"A Liturgy for the New Church","Lippincott","Lippincott",Philadelphia,"Penn.",1878,"Churches of the New Jerusalem. General Convention ",
LNC31878,"A Liturgy for the New Church. 3rd ed.","Lippincott","Lippincott",Philadelphia,"Penn.",1878,"Churches of the New Jerusalem. General Convention ",
PMRH1878,"A Prayer Meeting and Revival Hymn Book . 27th ed.","John Winebrenner; George Ross","George Ross",Harrisburg,"Penn.",1878,"",
SoSS1878,"A Selection of Spiritual Songs: with music for the Church and the Choir","Charles S. Robinson; Scribner & Co.","Scribner & Co.",New York,"",1878,"Presbyterian Church in the U.S.A.",Has Music
AMHB1878,"Appendix to Mennonite Hymn Book","Mennonite Publishing Co.","Mennonite Publishing Co.",Elkhart,"Ind.",1878,"Mennonite hymnals (general)",
BTH1878,"Bible Temperance Hymns","J. Merritte Driver; John Church","John Church",Cincinnati,"",1878,"",Temperance
BMCA1878,"Biglow & Main's Christmas Annual No. 9","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1878,"",
BMEA1878,"Biglow & Main's Easter Annual No. 2","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1878,"",
BMMA1878,"Biglow & Main's May Annual No. 5 for 1878","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1878,"",
CSSS1878,"Calvary Selection of Spiritual Songs with Music for the Church and     the Choir","Rev Charles S. Robinson; R. S. MacArthur; Scribner & Co.","Scribner & Co.",New York,"",1878,"",
CC1878,"Chautauqua Carols: a collection of favorite songs suitable for all Sunday School services","Rev Robert Lowry; W. Howard Doane; Wm. F. Sherwin; Bigelow & Main","Biglow & Main",New York," N.Y. ; Chicago, Ill.",1878,"",Has Music
CN1878,"Crystal Notes: a choice collection of new temperance hymns and songs for red, white and blue ribbon clubs, gospel meetings, and every phase of the temperance work...","Frank M. Davis; Leslie & Mahaffey","Leslie & Mahaffey",Altoona,"Penn.",1878,"",Has Music; Temperance
DP1878,"Davidisches Psalterspiel","J. E. White; Pacific Press","Pacific Press",Oakland,"Calif.",1878,"Seventh-Day Adventist Church",
GTH1878,"Francis Murphy's Gospel Temperance Hymnal","Rev. J. E. Rankin, D.D.; Rev. E. S. Lorenz; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"",1878,"",Has Music; Temperance
GGEB1878,"Gesangbuch zum Gebrauch der Evangelischen Bruedergemeinen","Buchhandlung der Bruedergemeinen","Buchhandlung der Bruedergemeinen",Bethlehem,"Penn.",1878,"Moravian Church",
GKK1878,"Gesanguechlein fuer Katholische Kinder","J. Singenberger; Verlag von Friedrich Pustet","Verlag von Friedrich Pustet",New York,"N.Y.",1878,"Roman Catholic Church",
GT1878,"Glorious Tidings","H. S. Perkins; W. W. Bentley; White, Smith & Co.","White, Smith & Co.",Boston,"Mass.",1878,"",
GW1878,"Good Will : A Collection of New Music for Sabbath Schools and Gospel Meetings","T. Martin Towne; J. M. Stillman; Fleming H. Revell Co.","Fleming H. Revell ",Chicago,"",1878,"",Has Music
GG1878,"Gospel Gems","W. Warren Bentley; George D. Russell","George D. Russell",Boston,"Mass.",1878,"",
GHTB1878,"Gospel Hymns and Tune Book","R. Lowry; W. Howard Doane; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,"Penn.",1878,"Baptist General Convention for Foreign Missions (U.S.)",
HC1878,"Heavenly Carols","E. S. Lorenz; I. Baltzell; W. J. Shuey","W. J. Shuey",Dayton,"Oh.",1878,"",
HTBC1878,"Hymn and Tune Book for the Church and the Home and Services for Congregational Worship. Rev. ed.","American Unitarian Association","American Unitarian Association",Boston,"Mass.",1878,"Unitarian Churches",
HMEC1878,"Hymnal of the Methodist Episcopal Church","Hitchcock & Walden; Nelson & Phillips","Hitchcock & Walden ; Nelson & Phillips",New York; Cincinnati,"",1878,"Methodist Episcopal Church (North)",Has Music
JB1878,"Joy Bells","W. A. Ogden; W. W. Whitney","W. W. Whitney",Toledo,"Oh.",1878,"",
JW1878,"Joy to the World: or, sacred songs for gospel meetings","Hitchcock & Walden; T. C. O'Kane; Jno. R. Sweney; C. C. M'Cabe","Hitchcock & Walden",Cincinnati,"",1878,"",Has Music
NToJ1878,"National Tidings of Joy","David Dortch; National Baptist Pub. Board, National Baptist Convention of ","National Baptist Pub. Board, National Baptist Convention of America",Nashville,"Tenn.",1878,"National Baptist Convention of America",
PJ1878,"Precious Jewels: for Sabbath schools and praise meetings, and the home circle","J. H. Leslie; R. B. Mahaffey; R. B. Mahaffey","R. B. Mahaffey",Altoona,"Penn.",1878,"",Has Music
PS1878,"Primary Songs","Mrs. D. C. Cook; David C. Cook Pub. Co.","David C. Cook Pub. Co.",Chicago,"",1878,"",Has Music
PHUC1878,"Processional Hymns, for Use in the Cathedral of All Saints, Albany, New York","E. Coan; E. H. Bender's Sons","E. H. Bender's Sons",Albany,"N.Y.",1878,"(Protestant) Episcopal Church",
RCFM1878,"Requiem: a Collection of Funeral Music","W. Perkins; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"Mass.",1878,"",
RH1878,"Revival Hymns","Rev. A. Brown; J. F. Weishampel, Jr.","J. F. Weishampel, Jr.",Baltimore,"",1878,"Baptist hymnals (general)",
SS1878,"School-room Songs","E. Oram Lyte; Sower, Potts & Co.","Sower, Potts & Co.",Philadelphia,"Penn.",1878,"",
SA21878,"Song Anchor: a Choice Collection of Favorites for Sabbath School and Praise Service","J. E. White; Pacific Press","Pacific Press Publishing House",Oakland,"Calif.",1878,"Seventh-Day Adventist Church",Has Music
SACC1878,"Song anchor: a choice collection of favorites for Sabbath school and praise service.","White, J. E.","Pacific Press",Oakland,"Ca.",1878,"",No Hymns
SSHU1878,"Sonntags-Schul-Harfe: Sammlung drei-und vierstimmiger Lieder, Chörale und Responsorien ...","Wonnberger, C.","Pilger Buchhandlung [etc.]",Reading,"Pa.",1878,"",No Hymns
SSHS1878,"Sonntags-Schul-Harfe: sammlung drei- und vierstimmiger Lieder, Choräle und Responsorien: der Jugend der deutschen evang.-lutherischen Kirche in Amerika (Neuestes Aufl.)","C. Wonnberger; Pilger Buchhandlung",""Pilger"- Buchhandlung (A. Bendel)",Reading,"Penn.",1878,"Lutheran hymnals (general)",Has Music
SSGM1878,"Spiritual Songs for Gospel Meetings and the Sunday School","Elisha A. Hoffman; J. H. Tenney; Barker & Smellie","Barker & Smellie",Cleveland,"Oh.",1878,"",
G1878,"The Garner","J. R. Sweney; John J. Hood","John J. Hood",Philadelphia,"Penn.",1878,"",
HHED1878,"The Helping Hand: extended and dedicated to Sunday schools and praise meetings","W. T. Giffe; J. H. Rosecrans; George D. Newhall & Co.","George D. Newhall & Co.",Cincinnati,"Oh.",1878,"",Has Music
ILH1878,"The International Lesson Hymnal","David C. Cook; David C. Cook Pub. Co.","David C. Cook Pub. Co.",Chicago,"",1878,"",Has Music
NVH1878,"The New Village Harmony","C. Zeuner; Lincoln, Edmands & Co.","Lincoln, Edmands & Co.",Boston,"Mass.",1878,"",
PRH1878,"The Presbyterian Hymnal","Rev. Joseph T. Duryea. D. D.","Presbyterian Board of Publication",Philadelphia,"",1878,"Presbyterian Church in the U.S.A.",
RCH1878,"The Reformed Church Hymnal: with tunes","J. H. Good; I. H. Reiter; Samuel Mease; H. Reutenik","H. Reutenik",Cleveland,"Oh.",1878,"Evangelical and Reformed Church",Has Music
SVSS1879,"The Song Victor for the Sunday School and Public School Use","R. A. Glenn","F. W. Helmick",Cincinnati,"",1878,"",Has Music
TLSS1878,"The Tree of Life: for Sunday Schools and Gospel Meetings","W. O. Perkins; A. Byron Condo; G. D. Russell & Co.","G. D. Russell & Co.",Boston,"",1878,"",Has Music
WSSS1878,"The Wave of Sunday School Song","J. A. Williams; Samuel Rose at Methodist Book Room","Samuel Rose at Methodist Book Room",Toronto,"Ont.",1878,"Methodist churches of Canada",
ToJ1878,"Tidings of Joy","D. E. Dortch; D. E. Dortch","D. E. Dortch",Columbia,"Tenn.",1878,"",
WS1S1878,"Welcome Songs No. 1 for Sabbath Schools","R. S. Thain; Fleming H. Revell Co.","Fleming H. Revell Co.",Chicago,"Ill.",1878,"",
Thring,"A Church of England Hymn Book","Godfrey Thring","",,"",1879,"",
CHPP1879,"A Collection of Hymns for Public and Private Devotion","Johann Baer's Soehne","Johann Baer's Soehne",Lancaster,"Penn.",1879,"Church of the Brethren, Dunkers",
NBHU1879,"A New Book of Hymns for the Use of the Methodist Episcopal and Other       Churches","E. Jones","E. Jones",New York,"N.Y.",1879,"Methodist Episcopal Church (North)",
AW1879,"Always Welcome: a choice collection of song gems for the Sunday Shcool, prayer and praise meetings and the home circle","Frank M. Davis; J. B. Clark","J. B. Clark",Cleveland,"",1879,"",Has Music
BSM1879,"Baptist Songs with Music","A. B. Cates; A. C. Caperton & Co.","A. C. Caperton & Co.",Louisville,"Ky.",1879,"Southern Baptist Convention, 1845-",
BL1879,"Barnvannens Lyra","Anders Hult; Barnvannens Forlag","Barnvannens Forlag",Chicago,"Ill.",1879,"",
BS1879,"Beulah Songs: a choice collection of popular hymns and music, new and old. Especially adapted to camp meetings, prayer and conference meetings, family worship, and all other assemblies where Jesus...","Rev. W. McDonald; Rev. L. Hartsough; National Publishing Association for Promotion of Holiness","National Publishing Association for Promotion of Holiness",Philadelphia,"",1879,"",Has Music
BSSP1879,"Bible Songs: consisting of selections from the psalms, set to music, suitable for Sabbath Schools, Prayer Meetings, etc.","United Presbyterian Board of Publication","United Presbyterian Board of Publication",Pittsburgh,"",1879,"Untied Presbyterian Church of North America",Has Music
BMCA1879,"Biglow & Main's Christmas Annual No. 10","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1879,"",
BMEA1879,"Biglow & Main's Easter Annual No. 3","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1879,"",
BMMA1879,"Biglow & Main's May Annual No. 6 for 1879","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1879,"",
CHS1879,"Coronation Hymns and Songs: for praise and prayer meetings, home and social singing","Charles F. Deems, D. D., LL. D.; Theodore E. Perkins; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"",1879,"",Has Music
DCGB1879,"Das Christliche Gesang-Buch","Johann Baer's Soehne","Johann Baer's Soehne",Lancaster,"Penn.",1879,"Church of the Brethren, Dunkers",
G4L11879,"Gems for the Little Ones","C. R. Blackall; B. Griffith","B. Griffith",Philadelphia,"Penn.",1879,"",
GPB1879a,"Gospel Praise Book","Asa Hull; D. W. Knowles","D. W. Knowles",New York,"N.Y.",1879,"",
GPB1879,"Gospel Praise Book: a collection of choice gems of sacred song suitable for church service, gospel praise meetings, and family devotions","Asa Hull; D. W. Knowles","D. W. Knowles",New York,"",1879,"",Has Music
HBEL1879,"Hymn Book for the use of Evangelical Lutheran Schools and Congregations","A. Crull; Lutheran Publishing House","Lutheran Publishing House",Decorah,"Ia.",1879,"Lutheran hymnals (general)",
HSSS1879,"Hymn Service for the Sunday School","Robt. Lowry; Biglow & Main Co.; W. Howard Doane; Dr. D. A. Whedon; Dr. John H. Vincent","Biglow & Main",New York,"",1879,"",Has Music
HREC1879,"Hymnal of the Reformed Episcopal Church, adopted in General Council, Chicago, May 1879","Covenant Pub. Co.","Covenant Pub. Co.",Philadelphia,"Penn.",1879,"Reformed Episcopal Church",
HCCS1879,"Hymns and Carols for Church and Sunday-school","Alice Nevin; J. B. Lippincott","J. B. Lippincott",Philadelphia,"",1879,"",Has Music
MSCC1879,"Minnetonka Songs: for Sabbath Schools, compiled especially for the Minnetonka Sabbath-School Assembly","I. H. Bunn; J. F. Merry; John Church","John Church",Cincinnati,"",1879,"",Has Music
NLST1879,"New Life: or, Songs and Tunes for Sunday-Schools, Prayer Meetings, and Private Occasions","Dr. R. M. McIntosh; W. G. E. Cunnyngham; Southern Methodist Publishing House","Southern Methodist Publishing House",Nashville,"Tenn.",1879,"Methodist Episcopal Church, South, 1845- . Souther",Has Music
OSS1879,"Our Sunday School: for the Sunday school and social meetings","J. E. Trowbridge; J. M. Russell","J. M. Russell",Boston,"",1879,"",Has Music
PPB1879,"Prayer and Praise Book","Wilbur F. Paddock; Frederick Scofield","Frederick Scofield",Philadelphia,"Penn.",1879,"(Protestant) Episcopal Church",
RCHS1879,"Resurgit: a Collection of Hymns and Songs of the Resurrection","Frank Foxcroft; Lee & Shepard","Lee & Shepard",Boston,"Mass.",1879,"",
RS41879,"Revival Songs. 4th ed.","E. Andrews; James H. Earles","James H. Earles",Boston,"Mass.",1879,"",
SM1879,"Sacred Melodies","William Baker","",Chattanooga,"Tenn.",1879,"",
ST1879,"Song Treasury","J. H. Kurzenknabe; Crider & Brother","Crider & Brother",York,"Penn.",1879,"",
SoG1879,"Songs of Gratitude","J. H. Fillmore; Fillmore Bros.","Fillmore Bros.",Cincinnati,"Oh.",1879,"",
SoC1862,"Songs of the Church: or, hymns and tunes for Christian worship","Rev. Charles S. Robinson; A. S. Barnes & Co.","Scribner & Co.",New York,"",1879,"Presbyterian Church in the U.S.A.",Has Music
SSHP1879,"Spiritual Songs and Hymns for Pilgrims. New Church ed.","B. T. Roberts","B. T. Roberts",New York,"N.Y.",1879,"Churches of the New Jerusalem. General Convention ",
TJ1879,"Temperance Jewels","J. H. Tenney; E. A. Hoffman; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"",1879,"",Has Music; Temperance
CH1879,"The Children's Hymnary","L. G. Stevens; W. W. Dudley","W. W. Dudley",St. John,"New Brunswick",1879,"Canadian hymnals (general)",
CT1879,"The Crowning Triumph","G. C. Hugg; F. L. Armstrong; F. A. North & Co.","F. A. North & Co.",Philadelphia,"Penn.",1879,"",
GoJ1879,"The Gospel of Joy: prepared especially for gospel meetings, camp meetings, devotional meetings, and Sunday schools","Rev. Samuel Alman; Samuel H. Speck; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"",1879,"",Has Music
GWT11879,"The Great White Throne","S. T. Church; Fleming H. Revell Co.","Fleming H. Revell Co.",Chicago,"Ill.",1879,"",
MBH1879,"The Mission Band Hymnal","Emilie S. Coles; L. J. Hardham","L. J. Hardham",Newark,"N.J.",1879,"",
PSH1879,"The Public School Hymnal: for the use of high schools and seminaries","Irving Emerson; J. M. Russell","J. M. Russell",Boston,"",1879,"",Has Music
SSQ1879,"The Sabbath School Queen","C. E. Leslie; Chicago Music Co.","Chicago Music Co.",Chicago,"Ill.",1879,"",
SYA11879,"The Seven Years: A concert review service, 1873-1879","J. H. Vincent; Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1879,"",
SL1879,"The Shining Light: a varied collection of sacred songs for Sabbath-schools, social meetings and the home circle","Aldine S. Kieffer; J. H. Tenney; Ruebush Kieffer","Ruebush Kieffer",Dayton,"Va.",1879,"",Has Music
WoG1879,"The Wreath of Gems: or strictly favorite songs and tunes for the Sunday School, and for general use in public and social worship","V. T. Barnwell; Wm. A. Pond & Co.","William A. Pond & Co.",New York,"N.Y.",1879,"",Has Music
WRSS1879,"White Robes for the Sunday School: a choice new collection of songs, quartets, and choruses for Sunday-Schools, devotional meetings, and the home circle","A. J. Abbey; M. J. Munger; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"",1879,"",Has Music
WoP1879,"Wreath of Praise","Asa Hull; Daniel W. Knowles","Daniel W. Knowles",New York,"N.Y.",1879,"",
BSES1880,"Bible School Echoes, and Sacred Hymns","David F. Eby; Brethren at Work Pub. Co.","Brethren at Work Pub. Co.",Lanark,"Ill.",1880,"Church of the Brethren, Dunkers",
BMEA1880,"Biglow & Main's Easter Annual No. 4","Biglow & Main Co.","Biglow & Main Co.",New York,"N.Y.",1880,"",
CH1880,"Children's Hosannas","W. T. Dale; Board of Publication, Cumberland Presbyterian Church","Board of Publication, Cumberland Presbyterian Church",Nashville,"Tenn.",1880,"Cumberland Presbyterian Church",
CPHB1880,"Children's Primary Hymn Book. 1st ed.","Eliza R. Snow; Deseret News Printing & Publishing Estab.","Deseret News Printing & Publishing Estab.",Salt Lake City,"Ut.",1880,"Church of Jesus Christ of Latter-Day Saints",
CP1880,"Christian Praise: a manual of worship for public, social and private devotion","Rev. Charles H. Richards; Taintor Brothers, Merrill & Co.","Taintor Brothers, Merrill & Co.",New York,"",1880,"Congregationalist Churches",Has Music
ELH1880,"Evangelical Lutheran Hymnal","Ohio Synodical Printing House; Evanglical Lutheran Joint Synod of Ohio and Adjacent States","Ohio Synodical Printing House",Columbus,"Oh.",1880,"Evangelical Lutheran Synod of Ohio and Adjacent States",Has Music
FoB1880,"Fount of Blessing: a choice collection of sacred melodies, suitable for sunday schools, bible classes, prayer and praise meetings, gospel temperance meetings, and the home circles","R. G. Staples; Central Book Concern Publishers","Central Book Concern, Publishers",Chicago,"",1880,"",Has Music; Temperance
GoP1880,"Gates of Praise: for the Sabbath-School, praise service, prayer-meeting, etc.","Rev. Isaiah Baltzell; Rev. Edmund S. Lorenz; W. J. Shuey","W. J. Shuey",Dayton,"Oh.",1880,"",Has Music
GSL1880,"Gesangbuch in welchem ein Sammlung geistreicher Lieder befindlich","","",Elkhart,"Ind.",1880,"Old Colony (Russian) Mennonite Church",
GL1880,"Golden Leaves: a collection of choice hymns and tunes adapted to Sabbath-schools, social meetings, Bible classes, &c.","Benj. F. Nysewander; United Brethren Publishing House","United Brethren Publishing House",Dayton,"Oh.",1880,"United Brethren in Christ",Has Music
GG1880,"Good as Gold: A New Collection of Sunday School Songs","R. Lowry; W. H. Doane; Biglow & Main","Biglow & Main, successors to WM. B. Bradbury",New York; Chicago,"",1880,"",Has Music
GB1880,"Gospel Bells: a collection of new and popular songs for the use of Sabbath schools and gospel meetings","Otis F. Presbrey; Prof. J. W. Bischoff; Rev. J. E. Rankin, D. D.; Western Sunday School Publ. Co.","Western Sunday School Pub. Co.",Chicago,"",1880,"Reformed, Congregationalist, and Presbyterian",Has Music
GPB1880,"Gospel Praise Book, enlarged ed.","Asa Hull; D. W. Knowles & James P. Magee","D. W. Knowles & James P. Magee",New York," N.Y. ; Boston, Mass.",1880,"",
HSCS1880,"Holy Songs, Carols, and Sacred Ballads","Roberts Bros.","Roberts Bros.",Boston,"Mass.",1880,"",
