personID,personName,gender,personYear,deathYear
"Bingman_JH1","J. H. Bingman",F,,
"Blunt_JH1","J. H. Blunt",,,
"Boley_JH1","J. H. Boley",,,
"Boynton_JH2","J. H. Boynton",,,
"Brockmann_JH1","J. H. Brockmann",,,
"Brooks_JH1","J. H. Brooks",,,
"Bryant_JH1","J. H. Bryant",,,
"Burke_JH2","J. H. Burke",,,
"Burridge_JH1","J. H. Burridge",,,
"Butler_JH2","J. H. Butler",,,
"Buttersorth_JH1","J. H. Buttersorth",,,
"Carter_JH1","J. H. Carter",,,
"Childress_JH1","J. H. Childress",,,
"Cook_JH1","J. H. Cook",,,
"Cooper_JH1","J. H. Cooper",,,
"Cotton_JH1","J. H. Cotton",,,
"Crawford_JH1","J. H. Crawford",,,
"Crossley_JH2","J. H. Crossley",,,
"Danner_JH1","J. H. Danner",,,
"Darlington_JH1","J. H. Darlington",,,
"Davis_JH2","J. H. Davis",,,
"Donahue_JH1","J. H. Donahue",,,
"Downs_JH1","J. H. Downs",,,
"Dudley_JH1","J. H. Dudley",,,
"Entwisle_JH2","J. H. E.",,,
"Entwisle_JH3","J. H. E.",M,,
"East_JH1","J. H. East",,,
"Edwards_JH1","J. H. Edwards",,,
"Egar_JH1","J. H. Egar",,,
"Evans_JH2","J. H. Evans",,,
"JHF","J. H. F.",U,,
"Hoelter_JHF1","J. H. F. Hoelter",,,
"Fillmore_JH13","J. H. Fillmore",,,
"Fleenor_JH1","J. H. Fleenor",,,
"Flower_JH1","J. H. Flower",F,,
"Gaddis_JH1","J. H. Gaddis",,,
"Garrison_JH1","J. H. Garrison",,,
"Good_JH1","J. H. Good",,,
"Granger_JH1","J. H. Granger",,,
"Grant_JH1","J. H. Grant",,,
"Graver_JH1","J. H. Graver",,,
"Griffin_JH1","J. H. Griffin",,,
"Hanaford_JH1","J. H. H.",,,
"Hargrove_JH1","J. H. H.",,,
"Haetzecker_JH1","J. H. Haetzecker",,,
"Harding_JH1","J. H. Harding",,,
"Hastings_JH1","J. H. Hastings",,,
"Hathaway_JH1","J. H. Hathaway",,,
"Henson_JH1","J. H. Henson",,,
"Hewitt_JH3","J. H. Hewitt",,,
"Hickok_JH1","J. H. Hickok",,,
"Hieronymous_JH1","J. H. Hieronymous",,,
"Hill_JH1","J. H. Hill",,,
"Hines_JH1","J. H. Hines",,,
"Hinton_JH1","J. H. Hinton",,,
"Hogan_JH1","J. H. Hogan",,,
"Holcolm_JH1","J. H. Holcolm",,,
"Holcomb_JH1","J. H. Holcomb",,,
"Holley_JH1","J. H. Holley",,,
"Holly_JH1","J. H. Holly",,,
"Holt_JH1","J. H. Holt",,,
"Horst_JH1","J. H. Horst",,,
"Horstmann_JH1","J. H. Horstmann",,,
"Howard_JH1","J. H. Howard",,,
"Jackson_JH1","J. H. Jackson",,,
"Justice_JH1","J. H. Justice",,,
"Kurzenknabe_JH2","J. H. K.",,,
"Churchman_JHK1","J. H. K. Churchman",,,
"Keagle_JH1","J. H. Keagle",,,
"Kimball_JH1","J. H. Kimball",,,
"Kiplinger_JH1","J. H. Kiplinger",,,
"Kissinger_JH1","J. H. Kissinger",,,
"Knoller_JH1","J. H. Knoller",F,,
"Kuhlmann_JH1","J. H. Kuhlmann",,,
"JHKurzenknabeSons2","J. H. Kurzenknabe & Sons",U,,
"JHLamb","J. H. Lamb",U,,
"Lawson_JH1","J. H. Lawson",,,
"JHLeslie1","J. H. Leslie",,,
"Leslie_JH1","J. H. Leslie",,,
"Livingstone_JH1","J. H. Livingstone",,,
"Longenecker_JH1","J. H. Longenecker",,,
"Manny_JH1","J. H. M.",,,
"Maddox_JH1","J. H. Maddox",,,
"Mays_JH1","J. H. Mays",,,
"McEachern_JH1","J. H. McEachern",,,
"McLean_JH1","J. H. McLean",,,
"McMurray_JH1","J. H. McMurray",,,
"Mohler_JH1","J. H. Mohler",,,
"Morse_JH1","J. H. Morse",,,
"Morton_JH1","J. H. Morton",F,,
"Mosher_JH1","J. H. Mosher",,,
"Murray_JH1","J. H. Murray",,,
"Myers_JH1","J. H. Myers",,,
"Newbern_JH1","J. H. Newbern",,,
"ODaniel_JH1","J. H. O'Daniel",,,
"Olinger_JH","J. H. Olinger",U,,
"Painter_JH1","J. H. Painter",,,
"Parker_JH1","J. H. Parker",,,
"Parsons_JH1","J. H. Parsons",,,
"Perkins_JH1","J. H. Perkins",,,
"Petersen_JH1","J. H. Petersen",,,
"Pooley_JH1","J. H. Pooley, M.D.",,,
"Powell_JH1","J. H. Powell",,,
"Pruitt_JH1","J. H. Pruitt",,,
"Ralston_JH1","J. H. Ralston",,,
"Reitz_JH1","J. H. Reitz",,,
"Rheem_JH1","J. H. Rheem",,,
"JHRobinson1","J. H. Robinson",,,
"Robinson_JH5","J. H. Robinson",,,
"Roeding_JH1","J. H. Roeding",,,
"Rogers_JH","J. H. Rogers",U,,
"Ruebush_JH1","J. H. Ruebush",,,
"Stanley_JH3","J. H. S.",M,,
"Stockton_J6","J. H. S.",M,,
"Scheim_JH1","J. H. Scheim",,,
"Schrader_JH1","J. H. Schrader, geb. 1666",,,
"Seeleye_JH1","J. H. Seeleye",,,
"Shepherd_JH","J. H. Shepherd",M,,
"Sheppard_JH2","J. H. Sheppard",,,
"Skrine_JH1","J. H. Skrine",,,
"Smith_JH3","J. H. Smith",,,
"Spielman_JH1","J. H. Spielman",,,
"Stearns_JH1","J. H. Stearns",,,
"Stepler_JH1","J. H. Stepler",,,
"Stewart_JH1","J. H. Stewart",,,
"Tanney_JH1","J. H. Tanney",,,
"Thompson_JH1","J. H. Thompson",,,
"Harlingen_JH1","J. H. van Harlingen",,,
"Vernon_JH1","J. H. Vernon",,,
"Vincent_JH2","J. H. Vincent",,,
"Voss_JH1","J. H. Voss",,,
"Wallfisch_JH1","J. H. Wallfisch",,,
"Ward_JH2","J. H. Ward",M,,
"JHWeber1","J. H. Weber",,,
"White_JH1","J. H. White",,,
"Whyte_JH","J. H. Whyte",,,
"JHWilkinsRBCarter1","J. H. Wilkins & R. B. Carter",,,
"Wyburn_JH1","J. H. Wyburn",F,,
"Yeaman_JH1","J. H. Yeaman",,,
"Young_JH1","J. H. Young",,,
"Haberland_J1","J. Haberland",,,
"Hall_J3","J. Hall",,,
"Shepherd_JW1","J. Hallett Shepherd",,,
"Hamilton_J6","J. Hamilton",,,
"Hanson_J1","J. Hanson",,,
"Harris_J5","J. Harris",,,
"Crossley_JH3","J. Harry Crossley",,,
"Haywood_JH1","J. Harry Haywood",,,
"Daily_JH1","J. Harvey Daily",,,
"LeBlonde_JH1","J. Harvey Le Blonde",,,
"Hatfield_J1","J. Hatfield",,,
"Hawkesworth_J1","J. Hawkesworth",,,
"Hays_J1","J. Hays",,,
"Hendrix_J3","J. Hendrix",,,
"Butler_JH3","J. Henry Butler",,,
"Gerls_JH1","J. Henry Gerls",,,
"Gramps_JH1","J. Henry Gramps",,,
"JHenryShowalter1","J. Henry Showalter",,,
"Showalter_JH2","J. Henry Showalter",,,
"Showalter_JH3","J. Henry Showalter",,,
"Henson_J1","J. Henson",,,
"Herbart_J1","J. Herbart",,,
"Hewes_J1","J. Hewes",,,
"Hinkson_J1","J. Hinkson",,,
"Hitchcock_J3","J. Hitchcock",,,
"Hitchcock_J2","J. Hitchcock",F,,
"Hjaerne_J1","J. Hjaerne",,,
"Hobson_J1","J. Hobson",,,
"Hodgson_J1","J. Hodgson",,,
"Hoefel_J1","J. Hoefel",,,
"Batten_JH1","J. Hoffman Batten",,,
"Hohe_J1","J. Hohe",,,
"Hoogstad_J1","J. Hoogstad",,,
"Hope_J1","J. Hope",,,
"Howard_J2","J. Howard",,,
"Barnes_JH1","J. Howard Barnes",,,
"Entwistle_JH1","J. Howard Entwistle",,,
"Wert_JH1","J. Howard Wert",M,,
"Howe_J4","J. Howe",,,
"JHowe1","J. Howe",,,
"Howells_J1","J. Howells",,,
"Hoysenius_J","J. Hoysenius",M,,
"Farmer_JH1","J. Hubert Farmer",,,
"Hughes_J8","J. Hughes",,,
"Robinson_JH6","J. Hulbert Robinson",,,
"Hulsey_J1","J. Hulsey",,,
"Hungerford_J1","J. Hungerford",,,
"Hunter_J5","J. Hunter",,,
"Breneman_JI1","J. I. Breneman",,,
"Erickson_JI4","J. I. Erickson",,,
"Inghram_JI1","J. I. Inghram",,,
"McClelland_JI1","J. I. McClelland",F,,
"McLelland_JI1","J. I. McLelland",F,,
"Simmons_JI1","J. I. Simmons",,,
"Wean_JI1","J. I. Wean",,,
"Wedgwood_JI1","J. I. Wedgwood",,,
"Wills_JI1","J. I. Wills",,,
"Idleman_J1","J. Idleman",,,
"Ingalls_J4","J. Ingalls",,,
"Overholtzer_JI1","J. Irving Overholtzer",,,
"Baird_JJ1","J. J. Baird",,,
"Ballew_JJ1","J. J. Ballew",,,
"Bambach_JJ1","J. J. Bambach",,,
"Brayton_JJ1","J. J. Brayton",,,
"Callanan_JJ1","J. J. Callanan",,,
"Coate_JJ1","J. J. Coate",F,,
"Copeland_JJ1","J. J. Copeland",,,
"Cutter_JJ1","J. J. Cutter",,,
"Daniels_JJ1","J. J. Daniels",,,
"Eschenburg_JJ1","J. J. Eschenburg, 1743-1820",,,
"Excell_JJ1","J. J. Excell",,,
"JJExcell1","J. J. Excell",,,
"Farwell_JJ1","J. J. Farwell",,,
"Gallagher_JJ1","J. J. Gallagher",,,
"Gipson_JJ1","J. J. Gipson",,,
"Golden_JJ1","J. J. Golden",,,
"Gurney_JJ1","J. J. Gurney",,,
"Hale_JJ1","J. J. Hale",,,
"Harrod_JJ2","J. J. Harrod",,,
"JJHarrod1","J. J. Harrod",,,
"Hood_JJ2","J. J. Hood",,,
"JJHood1","J. J. Hood",,,
"Hopkins_JJ1","J. J. Hopkins",,,
"Hulsey_JJ1","J. J. Hulsey",,,
"Jefferson_JJ1","J. J. Jefferson",,,
"Jelley_JJ1","J. J. Jelley",,,
"Kays_JJ1","J. J. Kays",,,
"Kett_JJ1","J. J. Kett",,,
"Kuendig_JJ1","J. J. Kuendig",,,
"Littlewheel_JJ1","J. J. Littlewheel",,,
"Loud_JJ1","J. J. Loud",,,
"Lowe_JJ1","J. J. Lowe",,,
"Lund_JJ1","J. J. Lund",,,
"Mathews_JJ1","J. J. M.",,,
"Marley_JJ1","J. J. Marley",,,
"Maxwell_JJ1","J. J. Maxwell",,,
"McCranie_JJ1","J. J. McCranie",,,
"Mercado_JJ1","J. J. Mercado",,,
"Orr_JJ1","J. J. Orr",,,
"Piatt_JJ1","J. J. Piatt",,,
"Pierson_JJ1","J. J. Pierson",,,
"Platt_JJ1","J. J. Platt",,,
"Reed_JJ3","J. J. Reed",,,
"Reed_JJ2","J. J. Reed",,,
"Schaumberg_JJ1","J. J. Schaumberg",,,
"Sims_JJ1","J. J. Sims",,,
"Smith_JJ1","J. J. Smith",,,
"Spreng_JJ1","J. J. Spreng",,,
"Springer_JJ1","J. J. Springer",,,
"Spruenglia_JJ1","J. J. Spruenglia",,,
"Stafford_JJ1","J. J. Stafford",,,
"Stoll_JJ1","J. J. Stoll",,,
"Tyler_JJ1","J. J. Tyler",,,
"Voth_JJ1","J. J. Voth",,,
"Bowman_JJW1","J. J. W. Bowman",,,
"Warren_JJ1","J. J. Warren",,,
"Wells_JJ1","J. J. Wells",,,
"Winchester_JJ1","J. J. Winchester",,,
"Winkler_JJ1","J. J. Winkler",U,,
"Jackson_J3","J. Jackson",,,
"Jacobs_J1","J. Jacobs",,,
"Jacques_J1","J. Jacques",,,
"Jaenichen_J2","J. Jaenichen",,,
"Jauch_J1","J. Jauch",,,
"LeFever_JJ","J. Jay LeFever",,,
"Jeffrey_J","J. Jeffrey",M,,
"Jelley_J1","J. Jelley",,,
"Jesperson_J1","J. Jesperson",,,
"Jochimsen_J1","J. Jochimsen",,,
"Johnsen_J1","J. Johnsen",,,
"Johnson_J3","J. Johnson",,,
"Johnston_J2","J. Johnston",,,
"Jonae_J1","J. Jonae",,,
"Jones_J6","J. Jones",,,
"Whyte_JJ","J. Judson Whyte",,,
"Cole_JK1","J. K. Cole",,,
"Gardner_JK1","J. K. Gardner",,,
"Hall_JK1","J. K. Hall",,,
"Henderson_JK1","J. K. Henderson",,,
"Pelly_JK1","J. K. Pelly",,,
"Roberts_JK1","J. K. R.",,,
"Sandford_JK1","J. K. Sandford",,,
"Wilson_JK1","J. K. Wilson, D. D.",,,
"Kaiser_J1","J. Kaiser",,,
"Kalinka_J1","J. Kalinka",,,
"Kane_J1","J. Kane",,,
"Karl_J1","J. Karl",,,
"Kell_J1","J. Kell",,,
"Keller_J1","J. Keller",,,
"Kemberlee_J1","J. Kemberlee",,,
"Kennaday_J1","J. Kennaday",,,
"Kennedy_J2","J. Kennedy",,,
"Keyman_J1","J. Keyman",,,
"Keys_J1","J. Keys",,,
"King_J4","J. King",,,
"Kinross_J","J. Kinross",U,,
"Kissner_J1","J. Kissner",,,
"Klenert_J1","J. Klenert",,,
"Knapp_J1","J. Knapp",,,
"Kochanowski_J1","J. Kochanowski",,,
"JKohler1","J. Kohler",,,
"Kollar_J1","J. Kollar",,,
"Kolmodin_J1","J. Kolmodin",,,
"Korris_J1","J. Korris",,,
"Krauskopf_J1","J. Krauskopf",,,
"Krebs_J1","J. Krebs",,,
"Kromholz_J1","J. Kromholz",,,
"Kuelling_J1","J. Kuelling",,,
"Austin_JL1","J. L. Austin",,,
"Baker_JL2","J. L. Baker",,,
"Blue_JL1","J. L. Blue",F,,
"Branton_JL1","J. L. Branton",,,
"Brouille_JL1","J. L. Brouille",,,
"Burns_JL1","J. L. Burns",,,
"Cagle_JL1","J. L. Cagle",,,
"Chastain_JL1","J. L. Chastain",,,
"Crabtree_JL2","J. L. Crabtree",,,
"Dabney_JL1","J. L. Dabney",,,
"Dayton_JL1","J. L. Dayton",,,
"Deavers_JL1","J. L. Deavers",,,
"Dellinger_JL1","J. L. Dellinger",,,
"Dockery_JL1","J. L. Dockery",,,
"Edwards_JL1","J. L. Edwards",,,
"Fitzgerald_JL1","J. L. Fitzgerald",,,
"Freeman_JL1","J. L. Freeman",,,
"Gaynor_JL2","J. L. Gaynor",,,
"George_JL1","J. L. George",,,
"Sweres_JLH1","J. L. H. Sweres",,,
"Hackstaff_JL1","J. L. Hackstaff",,,
"Harding_JL1","J. L. Harding",,,
"Hatch_JL1","J. L. Hatch",,,
"Hayes_JL1","J. L. Hayes",,,
"Heath_JL","J. L. Heath",,,
"Hendrix_JL1","J. L. Hendrix",,,
"Hodges_JL1","J. L. Hodges",,,
"Holland_JL1","J. L. Holland",,,
"Holman_JL1","J. L. Holman",,,
"Horst_JL1","J. L. Horst",,,
"Huffstutler_JL1","J. L. Huffstutler",,,
"Hurlburt_JL1","J. L. Hurlburt",,,
"Jimerson_JL1","J. L. Jimerson",,,
"Lawson_JL1","J. L. Lawson",,,
"Lindhammer_JL1","J. L. Lindhammer",,,
"Louderback_JL1","J. L. Louderback",,,
"Lower_JL1","J. L. Lower",,,
"Moore_JL2","J. L. M.",,,
"Young_JLM1","J. L. M. Young",,,
"Mathews_JL1","J. L. Mathews",,,
"McCombs_JL1","J. L. McCombs",,,
"McNeill_JL1","J. L. McNeill",,,
"Morgan_JL1","J. L. Morgan",,,
"Morrison_JL1","J. L. Morrison",,,
"Newkirk_JL1","J. L. Newkirk",M,,
"Ogle_JL1","J. L. Ogle",,,
"Oliver_JL1","J. L. Oliver",,,
"Orr_JL2","J. L. Orr",,,
"Pattison_JL1","J. L. Pattison",,,
"Paulmann_JL1","J. L. Paulmann",,,
"JLPeters1","J. L. Peters",,,
"Philips_JL1","J. L. Philips",,,
"Pickard_JL1","J. L. Pickard",,,
"Poindexter_JL1","J. L. Poindexter",,,
"Remsen_JL1","J. L. Remsen",,,
"Rogers_JL","J. L. Rogers",U,,
"JLRustCo1","J. L. Rust & Co.",U,,
"Carbrera_JLS2","J. L. S. Carbrera",,,
"Schlosser_JL1","J. L. Schloßer, 1702-1754",,,
"Schuck_JL1","J. L. Schuck",,,
"Scott_JL1","J. L. Scott",,,
"Sharder_JL1","J. L. Sharder",,,
"Sheffield_JL1","J. L. Sheffield",,,
"Sisk_JL1","J. L. Sisk",,,
"Southerland_JL1","J. L. Southerland",,,
"Stoddard_JL1","J. L. Stoddard",,,
"Thomas_JL1","J. L. Thomas",,,
"JLTrauger1","J. L. Trauger",,,
"Walker_JL1","J. L. Walker",,,
"Wohlford_JL1","J. L. Wohlford",,,
"Lancaster_J1","J. Lancaster",U,,
"Larsen_J1","J. Larsen",,,
"Lauterbach_J1","J. Lauterbach",,,
"Lawson_J5","J. Lawson",,,
"JLeavitt1","J. Leavitt",,,
"Leavitt_J5","J. Leavitt",,,
"Lednicky_J1","J. Lednicky",,,
"Lee_J5","J. Lee",,,
"Leem_J1","J. Leem",,,
"Lemon_J","J. Lemon",U,,
"Levy_JL1","J. Leonard Levy",,,
"Boren_JL1","J. Leslie Boren",,,
"Levinsen_J1","J. Levinsen",,,
"Lewis_J1","J. Lewis",,,
"West_JL1","J. Lewis West",,,
"Lieth_J1","J. Lieth",,,
"Lincoln_J1","J. Lincoln",,,
"Hall_JL8","J. Lincoln Hall",,,
"Hill_JL","J. Lincoln Hill",U,,
"Lindemann_J3","J. Lindemann",,,
"Lindenann_J1","J. Lindenann",,,
"Linder_J1","J. Linder",,,
"Spicer_JL1","J. Lindley Spicer",,,
"JLitch1","J. Litch",,,
"Lockhart_J1","J. Lockhart",,,
"Lombard_J1","J. Lombard",,,
"JLoringandGouldKendallLincoln1","J. Loring and Gould, Kendall & Lincoln",,,
"Lorry_J1","J. Lorry",,,
"Lovcani_J1","J. Lovcani",,,
"Batie_JL1","J. Ludhas Batie",,,
"Luff_J1","J. Luff",,,
"Lunsford_J1","J. Lunsford",,,
"Lyle_J1","J. Lyle",,,
"Lyons_J1","J. Lyons",,,
"Allen_JM1","J. M. Allen",,,
"Armstrong_JM3","J. M. Armstrong",M,,
"Baldwin_JM1","J. M. B.",,,
"Ballard_JM1","J. M. Ballard",,,
"Barringer_JM1","J. M. Barringer",,,
"Baxter_JM1","J. M. Baxter",,,
"Bennett_JM1","J. M. Bennett",,,
"Black_JM9","J. M. Black",,,
"Blose_JM1","J. M. Blose",,,
"Blough_JM1","J. M. Blough",,,
"Bowman_JM1","J. M. Bowman",,,
"Brenneman_JM1","J. M. Brenneman",,,
"Brown_JM1","J. M. Brown",,,
"Browning_JM1","J. M. Browning",,,
"Cain_JM1","J. M. Cain",,,
"Campbell_JM9","J. M. Campbell",,,
"Chamberlain_JM1","J. M. Chamberlain",,,
"Collier_JM1","J. M. Collier",,,
"Cowgill_JM1","J. M. Cowgill",,,
"Crawford_JM1","J. M. Crawford",,,
"Creery_JM1","J. M. Creery",,,
"Cates_JMD1","J. M. D. Cates",,,
"Darwood_JM1","J. M. Darwood",,,
"CarbonFerriere_JM1","J. M. de Carbon-Ferriere",,,
"Deveneau_JM1","J. M. Deveneau",,,
"Deveny_JM1","J. M. Deveny",,,
"Dober_JM1","J. M. Dober",,,
"Drake_JM1","J. M. Drake",,,
"Dungan_JM1","J. M. Dungan",,,
"Edwards_JM1","J. M. Edwards",,,
"Evans_JM2","J. M. Evans",,,
"Falkner_JM1","J. M. Falkner",,,
"Fergusen_JM1","J. M. Fergusen",,,
"Ferris_JM","J. M. Ferris",U,,
"JMFitch1","J. M. Fitch",,,
"Fithian_JM1","J. M. Fithian",,,
"Forden_JM1","J. M. Forden",,,
"Franklin_JM1","J. M. Franklin",,,
"Fulkerson_JM1","J. M. Fulkerson",,,
"JMG","J. M. G.",U,,
"Gabriel_JM1","J. M. Gabriel",,,
"Gibbon_JM1","J. M. Gibbon",,,
"Gibbs_JM1","J. M. Gibbs",,,
"Good_JM1","J. M. Good",,,
"Gordon_JM1","J. M. Gordon",,,
"Grey_JM1","J. M. Grey",,,
"Griffith_JM1","J. M. Griffith",,,
"Hagan_JM3","J. M. Hagan",,,
"Hagan_JM2","J. M. Hagan",F,,
"Hahn_JM1","J. M. Hahn, 1758-1819",,,
"Hamson_JM1","J. M. Hamson",,,
"Hanson_JM1","J. M. Hanson",,,
"Harmon_JM1","J. M. Harmon",,,
"Harringer_JM1","J. M. Harringer",,,
"Harris_JM1","J. M. Harris",,,
"Hasman_JM1","J. M. Hasman",,,
"Henry_JM1","J. M. Henry",,,
"Hensen_JM1","J. M. Hensen",,,
"Henson_JM1","J. M. Henson",U,,
"JMHensonMusicCo1","J. M. Henson Music Co.",U,,
"Hewes_JM1","J. M. Hewes",,,
"Hewett_JM1","J. M. Hewett",,,
"Hobbs_JM1","J. M. Hobbs",,,
"Hodson_JM","J. M. Hodson",,,
"Hopkins_JM1","J. M. Hopkins",,,
"Horst_JM1","J. M. Horst",,,
"Hughes_JM1","J. M. Hughes",,,
"Humphrey_JM1","J. M. Humphrey",,,
"Hunger_JM1","J. M. Hunger",F,,
"Hunt_JM1","J. M. Hunt",,,
"Hunter_JM1","J. M. Hunter",F,,
"Huston_JM","J. M. Huston",,,
"Jacobs_JM1","J. M. Jacobs",,,
"Jenson_JM1","J. M. Jenson",,,
"Johnston_JM1","J. M. Johnston",,,
"Jollet_JM1","J. M. Jollet",,,
"Joplin_JM1","J. M. Joplin",,,
"Junter_JM1","J. M. Junter",,,
"Kerr_JM1","J. M. Kerr",,,
"Kieffer_JM1","J. M. Kieffer",,,
"Kiel_JM1","J. M. Kiel",,,
"Kimmel_JM1","J. M. Kimmel",,,
"Lauterbach_JM1","J. M. Lauterbach",,,
"Lyon_JM1","J. M. Lyon",,,
"JMMarsh1","J. M. Marsh",,,
"Martin_JM3","J. M. Martin",,,
"Mayfart_JM1","J. M. Mayfart",,,
"McCaleb_JM1","J. M. McCaleb",,,
"McDonald_GL1","J. M. McDonald",,,
"McPhain_JM1","J. M. McPhain",,,
"McRoy_JM1","J. M. McRoy",,,
"Meckert_JM1","J. M. Meckert",,,
"Mills_JM1","J. M. Mills",,,
"Mitchell_JM1","J. M. Mitchell",,,
"Moseley_JM1","J. M. Moseley",,,
"Murphy_JM1","J. M. Murphy",,,
"Neal_JM","J. M. Neal",U,,
"Nixon_JM1","J. M. Nixon",,,
"Orbock_JM1","J. M. Orbock",,,
"Orrock_JM1","J. M. Orrock",,,
"Morrow_JMP1","J. M. P. Morrow",,,
"Palmer_JM1","J. M. Palmer",,,
"Paulding_JM1","J. M. Paulding",,,
"Pease_JM1","J. M. Pease",,,
"Peebles_JM1","J. M. Peebles",,,
"Pendleton_JM1","J. M. Pendleton",,,
"Peterson_JM1","J. M. Peterson",,,
"JMPierce1","J. M. Pierce",,,
"Pierce_JM2","J. M. Pierce",,,
"Pray_JM1","J. M. Pray",F,,
"Ramsey_JM1","J. M. Ramsey",,,
"Roscoe_JM1","J. M. Roscoe",,,
"JMRussell1","J. M. Russell",,,
"Russell_JM1","J. M. Russell",,,
"Carter_JMS1","J. M. S. Carter",,,
"Sawers_JM1","J. M. Sawers",,,
"Schamelius_JM1","J. M. Schamelius",,,
"Schrader_JM1","J. M. Schrader",,,
"Sherlock_JM1","J. M. Sherlock",,,
"Sobeslavsky_JM1","J. M. Sobeslavsky",,,
"Southerland_JM1","J. M. Southerland",,,
"Spires_JM1","J. M. Spires",,,
"Stewart_JM1","J. M. Stewart",,,
"Sutherland_JM1","J. M. Sutherland",,,
"Thomas_JM1","J. M. Thomas",,,
"JMUsher1","J. M. Usher",,,
"Vine_JM1","J. M. Vine",,,
"Whtye_JM1","J. M. Whtye",,,
"Wilkins_JM1","J. M. Wilkins",,,
"Wilson_JM1","J. M. Wilson",,,
"Wonder_JM","J. M. Wonder",U,,
"Macfarlane_J1","J. Macfarlane",,,
"MacMillan_J2","J. MacMillan",,,
"Williams_JM1","J. Mad Williams",,,
"Wright_JM1","J. Madison Wright",,,
"Maize_J1","J. Maize",,,
"Smith_JM1","J. Manton Smith",,,
"Mappens_J1","J. Mappens",,,
"Jensen_JM1","J. Marinus Jensen",,,
"Marsh_J2","J. Marsh",,,
"Marshman_J1","J. Marshman",M,,
"Taylor_JM1","J. Martin Taylor",,,
"Masat_J1","J. Masat",,,
"Mason_J9","J. Mason",,,
"Masters_J","J. Masters",M,,
"Arn_JM1","J. Mathias Arn",,,
"Mattfeld_J1","J. Mattfeld",,,
"Mauk_J1","J. Mauk",,,
"Maukisch_J1","J. Maukisch",,,
"Maurer_J1","J. Maurer",,,
"Barnett_JM1","J. Max Barnett",,,
"murray_jm","J. McC. Murray",U,,
"McCabe_J1","J. McCabe",,,
"McCaffrey_J1","J. McCaffrey",,,
"McCreery_J2","J. McCreery",,,
"Kerr_JMD1","J. McD. Kerr",,,
"McGregor_J4","J. McGregor",,,
"McKay_J2","J. McKay",,,
"McMaben_J1","J. McMaben",,,
"McPherson_J3","J. McP",M,,
"McPhail_J2","J. McPhail",,,
"McPhersch_J1","J. McPhersch",,,
"McPherson_J2","J. McPherson",,,
"McWhinnie_J1","J. McWhinnie",,,
"Medley_J1","J. Medley",M,,
"Hull_JM1","J. Merwin Hull",,,
"Miller_J8","J. Miller",,,
"Miller_J1","J. Miller",U,,1810
"Mills_J1","J. Mills",,,
"Minter_J1","J. Minter",,,
"JMonroeCo1","J. Monroe & Co.",U,,
"Mobbs_JM1","J. Monroe Mobbs",,,
"Bell_JM","J. Montgomerie Bell",U,,
"Mongtomery_J3","J. Montgomery",,,
"Moore_J4","J. Moore",,,
"Mountain_J5","J. Mountain",,,
"Mudge_J1","J. Mudge",,,
"Murray_J2","J. Murray",,,
"Mussell_J1","J. Mussell",,,
"Myller_J1","J. Myller",,,
"JN","J. N.",U,,
"JNArnoldCo1","J. N. Arnold & Co.",U,,
"Brighton_JN1","J. N. Brighton",,,
"JNDavis1","J. N. Davis",,,
"Dolph_JN1","J. N. Dolph",,,
"Elliott_JN1","J. N. Elliott",,,
"Folwell_JN1","J. N. Folwell",,,
"Frantzen_JN1","J. N. Frantzen",,,
"Fries_JN1","J. N. Fries",,,
"Gomer_JN1","J. N. Gomer",,,
"Gortner_JN1","J. N. Gortner",,,
"Hamey_JN2","J. N. Hamey",,,
"Ison_JN1","J. N. Ison",F,,
"Mars_JN1","J. N. Mars",,,
"McDonald_JN1","J. N. McDonald",,,
"McElligott_JN1","J. N. McElligott",,,
"Moore_JN1","J. N. Moore",,,
"Reynolds_JN1","J. N. Reynolds",,,
"Rhoads_JN1","J. N. Rhoads",,,
"Santleman_JN1","J. N. Santleman",,,
"Schroeder_J1","J. N. Schroeder, geb. 1684",,,
"Scouller_JN1","J. N. Scouller",,,
"Shannon_J","J. N. Shannon",U,,
"Skaar_JN1","J. N. Skaar",,,
"Speakes_JN1","J. N. Speakes",,,
"Welliver_JN1","J. N. Welliver",,,
"Naceradsky_J1","J. Naceradsky",,,
"Nachtenhoefer_J1","J. Nachtenhoefer",,,
"Nigrini_J1","J. Nigrini",,,
"Nimb_J1","J. Nimb",,,
"Backlund_JO1","J. O. Backlund",,,
"Barnhart_JO1","J. O. Barnhart",,,
"Barret_JO1","J. O. Barret",,,
"Barrett_JO1","J. O. Barrett",,,
"Bearden_JO1","J. O. Bearden",,,
"Burnett_JO1","J. O. Burnett",,,
"Camp_JO1","J. O. Camp",,,
"Davis_JO2","J. O. Davis",,,
"Forster_JO1","J. O. Forster",,,
"Grace_JO1","J. O. Grace",,,
"Harrell_JO1","J. O. Harrell",,,
"Henson_JO1","J. O. Henson",,,
"Hillyer_JO1","J. O. Hillyer",,,
"Hoffman_JO1","J. O. Hoffman",,,
"Long_JO2","J. O. Long",,,
"Hewitt_JOM1","J. O. M. Hewitt",,,
"Pinkerton_JO1","J. O. P.",,,
"Self_JO1","J. O. Self",,,
"Selph_JO1","J. O. Selph",,,
"JOSmothers1","J. O. Smothers",,,
"Smothers_JO1","J. O. Smothers",,,
