"A song of Spring once more we sing",,,,"William H. Groser",,a_song_of_spring_once_more_we_sing,
"A song of thanksgiving",,,,"C. L. Eby",,a_song_of_thanksgiving,
"A song there is, 'tis wondrous sweet",,"O beautiful song, inspiring song",,"C. H. Mann",,a_song_there_is_tis_wondrous_sweet,
"A song to Jehovah, for exalting he hath exalted",,,,,,a_song_to_jehovah_for_exalting_he_chant,
"A song to the bubbling spring","Sparkling little fountain",,,,,a_song_to_the_bubbling_spring,
"A song to the fall of alcohol","The fall of alcohol",,,,,a_song_to_the_fall_of_alcohol,
"A song to the fountain",,"Come to the fountain",,,,a_song_to_the_fountain,
"A song to the pledge",,"Then sing to the pledge",,,,a_song_to_the_pledge,
"A song today we raise",,"The old, old story sweet",,"Edith Sanford Tillotson",,a_song_today_we_raise,
"A song wakes the echoes",,"Give thanks, give thanks to God above",,"Charlotte Irene Ford",,a_song_wakes_the_echoes,
"A song was heard at Christmas",,,,,,a_song_was_heard_at_christmas,
"A song we shall sing",,"We'll sing it around",,"F. Smith",,a_song_we_shall_sing,
"A song we sing of a mighty King","Mighty King","Join the song, every voice",,"Charles Hutchinson Gabriel",,a_song_we_sing_of_a_mighty_king,
"A soul at sea on life's foaming waves",,"You are drifting to your doom",,,,a_soul_at_sea_on_lifes_foaming_waves,
"A soul has left its house",,,,"Fanny J. Crosby",,a_soul_has_left_its_house,
"A soul I have to save or lose",,,,,,a_soul_i_have_to_save_or_lose,
"A soul is lost and drifting on the tide","Launch the life boat",,,"Elisha A. Hoffman",,a_soul_is_lost_and_drifting_on_the_tide,
"A soul that's burdened with the weight",,,,"Thomas Shepherd",,a_soul_thats_burdened_with_the_weight,
"A soul thrilling message comes swiftly","Breaking mother's heart",,,"Emmet G. Coleman",,a_soul_thrilling_message_comes_swiftly,
"A soul whose love to God is cold",,,,,,a_soul_whose_love_to_god_is_cold,
"A sound in the tops of the mulberry trees",,,,"Ernest Lee Thompson",,a_sound_in_the_tops_of_the_mulberry_tree,
"A sound is thrilling through the trees",,,,"Mary A. Lathbury",,a_sound_is_thrilling_through_the_trees,
"A sound of chiming bells","Bells of joy","O ring sweet bells today",,"J. Walace",,a_sound_of_chiming_bells,
"A sound our God we often hear",,,,"Amos R. Wells",,a_sound_our_god_we_often_hear,
"A sovereign Protector I have",,,,"Augustus Toplady",,a_sovereign_protector_i_have,
"A sov'raigntie, though some obtain",,,,"George Wither",,a_sovraigntie_though_some_obtain,
"A sower goeth forth to sow",,,,"Anna B. Hoppe",,a_sower_goeth_forth_to_sow,
"A sower is gone forth to sow",,,,,,a_sower_is_gone_forth_to_sow,
"A sower that goes forth to sow",,,,,,a_sower_that_goes_forth_to_sow,
"A sower trod gaily a road rought and steep","A wayside fair","I've made of my heart a wayside",,"Jennie Marie Jacobson",,a_sower_trod_gaily_a_road_rought_and_ste,
"A sower went forth in the glow of the morning","Keep sowing the seed",,,"J. W. Carpenter",,a_sower_went_forth_in_the_glow_of_the_mo,
"A sower went forth to sow",,,,"R. W. Gilber",,a_sower_went_forth_to_sow,
"[A Sower Went Forth to Sow, He Did]","A Sower Went Forth to Sow, He Did",,,"Rae E Whitney",,a_sower_went_forth_to_sow_he_did,"<i>With Joy Our Spirits Sing</i> (Selah, 1995)"
"A sower went forth with precious seed","Parable of the sower","Sowing, sowing",,"Eliza E. Hewitt",,a_sower_went_forth_with_precious_seed,
"A sower went forth with precious seed, beside the","Parable of the sower","Sowing, sowing, scatter the seed both here and",,"Eliza E. Hewitt",,a_sower_went_forth_with_precious_seed_be,
"A sower went to sow his seed","The sower and the seed",,,,,a_sower_went_to_sow_his_seed,
"A sower went weeping",,,,"S. E. Gammons",,a_sower_went_weeping,
"A sower's seed fell on a path","A Sower's Seed Fell on a Path",,English,"Herman G. Stuempfle",8.6.8.6.8.6,a_sowers_seed_fell_on_a_path,
"[A Spendthrift Lover Is the Lord]","A Spendthrift Lover Is the Lord",,,"Thomas H. Troeger",,a_spendthrift_lover_is_the_lord,"<i>Common Praise:  Anglican Church of Canada</i> (Anglican Book Centre, 1998)"
"A spider is a little thing",,,,,,a_spider_is_a_little_thing,
"A spirit goldens every hour",,,,,,a_spirit_goldens_every_hour,
"A spotless lamb is led to die",,,,"S. Grace Smith",,a_spotless_lamb_is_led_to_die,
"A sranger to God, to His love","My best Friend","The name of this friend",,,,a_sranger_to_god_to_his_love,
"A stable lamp is lighted","A Stable Lamp Is Lighted",,English,"Richard Wilbur",7.6.7.6.6.7.6,a_stable_lamp_is_lighted,
"A stable rude and a manger bed","When the King came long ago",,,"Adelaide A. Procter",,a_stable_rude_and_a_manger_bed,
"A stainless flag, o'er our country","A stainles banner","May the flag of freedom a stainless banner be",,"Elisha A. Hoffman",,a_stainless_flag_oer_our_country,
"A star, a star is burning",,"We bow before the infant",,"Sabine Baring-Gould",,a_star_a_star_is_burning,
"A star, a star is shining in the sky","A star and a song",,,"Marjorie Louise Finch",,a_star_a_star_is_shining_in_the_sky,
"A star, a star shone",,"Who was born in Bethlehem's",,"Edith Sanford Tillotson",,a_star_a_star_shone,
"A star has risen the world to bless",,"Arise and shine, O star of grace and glory",,"Priscilla J. Owens",,a_star_has_risen_the_world_to_bless,
"A star is in the air",,"With gold and nard and myrrh",,"Hezekiah Butterworth",,a_star_is_in_the_air,
"A star is moving through the sky","A star is moving through the sky",,,"Johan Olaf Wallin; Laurentius Jonae (?)",,a_star_is_moving_through_the_sky,
"A star is shining at night-time",,,,"Margaret L. Crain",,a_star_is_shining_at_nighttime,
"[A Star Not Mapped on Human Charts]","A Star Not Mapped on Human Charts",,,"Thomas H. Troeger",,a_star_not_mapped_on_human_charts,"<i>Borrowed Light</i> (Oxford University Press, 1994)"
"A star shines bright with a holy",,"Follow the star of love divine",,"Edith Sanford Tillotson",,a_star_shines_bright_with_a_holy,
"A star shines forth in heaven suddenly",,,,"Elizabeth R. Charles",,a_star_shines_forth_in_heaven_suddenly,
"A star shines in the heavens",,,,,,a_star_shines_in_the_heavens,
"A star shone in the heavens",,"O holy, holy Christmas",,"E. B. Smith",,a_star_shone_in_the_heavens,
"A star was seen, a song was heard",,,,,,a_star_was_seen_a_song_was_heard,
"A starry crown awaits for thee","The starry crown","Seek, O seek",,"Richard Torrey",,a_starry_crown_awaits_for_thee,
"A starry crown to all is held in view","Press on","O joyful, then, put every weight aside",,"Stanley Greenwood",,a_starry_crown_to_all_is_held_in_view,
"A stealing glory, still, intent and sure","The star at dawn",,,"Sophie Winthrop Weitzel",,a_stealing_glory_still_intent_and_sure,
"A step on the threshold, a knock at the door",,"Bid Him come in, He'll cleanse you of sin",,,,a_step_on_the_threshold_a_knock_at_the_d,
"A still, small voice she heard within her soul",,,,,,a_still_small_voice_she_heard_within_her,
"A still small voice would fain me rouse",,,,,,a_still_small_voice_would_fain_me_rouse,
"A still sweet voice, is heard by faith",,,,"W. Brookman",,a_still_sweet_voice_is_heard_by_faith,
"A stirring call comes ringing","The saloon must go","Forward, the victory we shall win",,"Gustav A. Collin",,a_stirring_call_comes_ringing,
"A storm arose on Galilee",,,,"William Baxter",,a_storm_arose_on_galilee,
"A storm gathers dark o'er the foam crested",,"Make haste, make haste",,"Fanny J. Crosby",,a_storm_gathers_dark_oer_the_foam_creste,
"A storm is raging upon the deep","Take hold of the lifeline","The lifeboat's coming this way, this way",,"Eben E. Rexford",,a_storm_is_raging_upon_the_deep,
"A storm one time was raging wild",,"O Savior dear, speak words of cheer",,"Johnson Oatman",,a_storm_one_time_was_raging_wild,
"A storm sped over sea and land",,,,"M. D. Conway",,a_storm_sped_over_sea_and_land,
"A storm was out on fair Judea's hills","The Master is watching","Yet one was watching",,"Mary A. McKee",,a_storm_was_out_on_fair_judeas_hills,
"A storm was out on fair Judea's hils","The Master is watching","Yet one was watching",,"Mary A. McKee",,a_storm_was_out_on_fair_judeas_hils,
"A stormy cloud o'er me",,"A sunny faced Christian I'll be",,"E. M. Latham",,a_stormy_cloud_oer_me,
"A stormy sky o'er me",,"A sunny faced Christian I'll be",,"Ada Blenkhorn",,a_stormy_sky_oer_me,
"A story is winging its way","For love of you","Believe the old story, 'tis true",,"Maud Frazer Jackson",,a_story_is_winging_its_way,
"A story most lovely I'll tell","A story most lovely I'll tell",,English,,8.8.8.,a_story_most_lovely_ill_tell,
"A story of kindness",,,,"Elwood B. Eckhart",,a_story_of_kindness,
"A story sweet and wondrous, like heavenly",,"For God so loved the world",,"Eliza E. Hewitt",,a_story_sweet_and_wondrous_like_heavenly,
"A story told through the ages","The final roll call","When sounds the trumpet, we'll bid the world",,"Sylvia Evans Egan",,a_story_told_through_the_ages,
"A strain of music from afar",,,,,,a_strain_of_music_from_afar,
"A stranger and a foreigner","Citizenship of heaven","I'm a citizen of heaven",,"Rev. W. G. Cooper",,a_stranger_and_a_foreigner,
"A stranger and a pilgrim here",,"We'll cross the river of Jordan",,"William Hunter",,a_stranger_and_a_pilgrim_here,
"A stranger and a pilgrim I",,,,"William Hammond",,a_stranger_and_a_pilgrim_i,
"A stranger dejected and weary",,,,"J. Cross",,a_stranger_dejected_and_weary,
"A stranger here I roam","The stranger","Jesus attends me",,,,a_stranger_here_i_roam,
"A stranger I met on life's high",,"A stranger no more is He",,"Edward Boone",,a_stranger_i_met_on_lifes_high,
"A stranger I to fear",,,,"Thoro Harris",,a_stranger_i_to_fear,
"A stranger in a barren land","O Lord, I'm coming home",,,"Edwin Pond Parker",,a_stranger_in_a_barren_land,
"A stranger in a foreign land",,"Soon I'll reach my home",,"Caroline L. Goodenough",,a_stranger_in_a_foreign_land,
"A stranger in the world below",,,,"Charles Wesley",,a_stranger_in_the_world_below,
"A stranger in this land of woe",,,,,,a_stranger_in_this_land_of_woe,
"A stranger is standing without","Christ knocking at the door","Behold I stand at the door",,"Edward C. Avis",,a_stranger_is_standing_without,
"[A Stranger, Knocking on a Door]","A Stranger, Knocking on a Door",,,"Brian Wren",,a_stranger_knocking_on_a_door,"<i>Book of Praise</i>"
"A stranger knocks at your heart's door",,"Let's give Him praise",,"W. W. Rogers",,a_stranger_knocks_at_your_hearts_door,
"A stranger once did bless the earth",,,,,,a_stranger_once_did_bless_the_earth,
"A stranger once fell among thieves","Good Samaritan",,,"Virgil P. Brock",,a_stranger_once_fell_among_thieves,
"A stranger preached last Sunday","Borroboola Gha",,,,,a_stranger_preached_last_sunday,
"A stranger stands outside the door","The slighted stranger","He was wounded for thy transgressions",,"Charles Hutchinson Gabriel",,a_stranger_stands_outside_the_door,
"A stranger star o'er Bethlehem",,,,"Orson F. Whitney",,a_stranger_star_oer_bethlehem,
"A stranger star that came from afar",,,,"Orson F. Whitney",,a_stranger_star_that_came_from_afar,
"A stranger stood at the door of thy heart",,"I have opened the door",,"Edward S. Ufford",,a_stranger_stood_at_the_door_of_thy_hear,
"A stranger to God",,"His love reaches me",,"W. Short",,a_stranger_to_god,
"A stranger walked with me one day",,"It was Jesus, it was Jesus",,"H. L. Frisbie",,a_stranger_walked_with_me_one_day,
"A stranger yet to Jesus",,,,"Nellie A. Montgomery",,a_stranger_yet_to_jesus,
"A stranger's hand is knocking, without at the door","My friend's voice",,,"Thoro Harris",,a_strangers_hand_is_knocking_without_at_,
"A stream from Calvary's summit rolls","Precious stream","O precious Jesus, Rock for me",,"Henry L. Gilmour",,a_stream_from_calvarys_summit_rolls,
"A stream of joy is flowing","I'll see Jesus",,,"John Roy Harris",,a_stream_of_joy_is_flowing,
"A stream of mercy springs","Order of Holy Unction",,"Greek; English","John Brownlie",6.6.6.6,a_stream_of_mercy_springs,"<i>Euchologion</i>, p. 261"
"A stream throughout this region",,,,,,a_stream_throughout_this_region,
"A strong and mailed anger",Endurance,,,,,a_strong_and_mailed_anger,
"A strong foundation is Jesus Christ, my Lord",,"Blessed Rock of Ages",,,,a_strong_foundation_is_jesus_christ_my_l,
"A strong tower is the Lord our God",,,,"Martin Luther; W. M. Bunting",,a_strong_tower_is_the_lord_our_god,
"A stronger faith, dear Savior",,"To us, O Lord, that faith impart",,"Fanny J. Crosby",,a_stronger_faith_dear_savior,
"A stronghold firm, a trusty shield",,,,"Martin Luther",,a_stronghold_firm_a_trusty_shield,
"A sultan had a daughter sweet","The sultan's daughter",,,,,a_sultan_had_a_daughter_sweet,
"A summer of life is coming",,,,"James Albert Libby",,a_summer_of_life_is_coming,
"A summer shower had swept the woods",,,,,,a_summer_shower_had_swept_the_woods,
"A sun has risen on the world",,,,,,a_sun_has_risen_on_the_world,
"A sunbeam, a sunbeam! Jesus wants me for a","I'll be a sunbeam",,,"L. O. Sanderson",,a_sunbeam_a_sunbeam_jesus_wants_me_for_a,
"A sunbeam, all for Jesus","Sunbeam song","I will be a sunbeam",,"John Lake",,a_sunbeam_all_for_jesus,
"A Sunday School army here gathered are we",,"The Lord's royal army is our Sunday School",,"F. G. Burroughs",,a_sunday_school_army_here_gathered_are_w,
"A sunset of splendor I see in the sky",,"Beautiful sunset, beautiful sunset",,"Ona Lawson",,a_sunset_of_splendor_i_see_in_the_sky,
"A sure and tried foundation stone","A sure and tried foundation stone",,,"James Montgomery",8.8.8.8,a_sure_and_tried_foundation_stone,
"A sure foundation I have found",,"I stand secure upon",,"Charles Hutchinson Gabriel",,a_sure_foundation_i_have_found,
"A sure stronghold our God is He","A sure stronghold our God is He",,"German; English","Luther; William Gaskell",8.7.8.7.6.6.6.6.7,a_sure_stronghold_our_god_is_he,
"A sweet and blessed strain they swell",,,,"Mary Whitwell Hale",,a_sweet_and_blessed_strain_they_swell,
"A sweet assurance Jesus gives me",,"O love of Christ, that sought and found me",,"Grace Hammon",,a_sweet_assurance_jesus_gives_me,
"A sweet, blessed story","I will seek Jesus","Jesus loves me",,"A. B. Emmons",,a_sweet_blessed_story,
"A sweet golden head forgotten life's","He carries the lamb in His bosom",,,,,a_sweet_golden_head_forgotten_lifes,
"A sweet golden head had forgotten life's way","He carries the lamb in His bosom",,,,,a_sweet_golden_head_had_forgotten_lifes_,
"A sweet little maiden awoke from her slumbers",,,,,,a_sweet_little_maiden_awoke_from_her_slu,
"A sweet message from Jesus",,"Peace, peace, sweet peace",,"Orlando S. Grinnell",,a_sweet_message_from_jesus,
"A sweet peace to calm the soul",,"Blessed home, blessed home",,"James Fraser",,a_sweet_peace_to_calm_the_soul,
"A sweet voice is calling to thee","Tenderly calling to thee",,,"Minnie B. Johnson",,a_sweet_voice_is_calling_to_thee,
"A sweet voice is speaking tonight",,"He's speaking to you",,"G. Hammong",,a_sweet_voice_is_speaking_tonight,
"A sweet young child upon its mother's breast",,"O blessed sleep, a heart so free from guile",,"Josephine Pollard",,a_sweet_young_child_upon_its_mothers_bre,
"A sweeter song than e'er was sung",,,,,,a_sweeter_song_than_eer_was_sung,
"A sweeter song that ne'er was",,,,"E. Kirk",,a_sweeter_song_that_neer_was,
"A swelling wave of temperance song","Prohibition music all around",,,"H. S. Taylor",,a_swelling_wave_of_temperance_song,
"A szent igazsag mellett Megallja helyet",,,,,,a_szent_igazsag_mellett_megallja_helyet,
"A szep termeszet oleben",,,,,,a_szep_termeszet_oleben,
"A szeretet hatatlmat aldom",,,,,,a_szeretet_hatatlmat_aldom,
"A szuzesseg az a legdragabb kines",,,,,,a_szuzesseg_az_a_legdragabb_kines,
"A table in the wilderness",,,,,,a_table_in_the_wilderness,
"A te festosi i cantici",,,,,,a_te_festosi_i_cantici,
"A te, Signor, s'innalzino",,,,,,a_te_signor_sinnalzino,
"A teacher sought earnestly good seed to sow","Together rejoicing","Sower and reaper together will sing",,"Flora Hamilton Cassel",,a_teacher_sought_earnestly_good_seed_to_,
"A tear, a tear, a hope, a fear",,,,"Elbert Proter",,a_tear_a_tear_a_hope_a_fear,
"A temperance army courageous and brave",,"We will work on",,"Emma Gates Conkling",,a_temperance_army_courageous_and_brave,
"A temperance band of hope we are","The temperance band",,,,,a_temperance_band_of_hope_we_are,
"A tempest of distress",,"Our crucified Redeemer",,,,a_tempest_of_distress,
"A temple hast Thou built on high",,,,"William Allen",,a_temple_hast_thou_built_on_high,
"A tender child beneath the sun",,,,"Emma Pitt",,a_tender_child_beneath_the_sun,
"A tender child of summers three","The light that is felt",,,"John Greenleaf Whittier",,a_tender_child_of_summers_three,
"A tender plant is growing",,,,"Herman H. Brueckner",,a_tender_plant_is_growing,
"A terra semeamos","A Terra Semeamos","De todo bem a fonte","German; Portuguese","Henry Maxwell Wright; Matthias Claudius","7.6.7.6 D with refrain",a_terra_semeamos,
"A thought comes floating through",,"This gentle thought doth comfort",,"M. Torrence",,a_thought_comes_floating_through,
"A thought now fills my heart with gladness","Singing on the homeward way","I'm singing o'er and o'er",,"Albert C. Fischer",,a_thought_now_fills_my_heart_with_gladne,
"A thousand ages in their flight",,,,,,a_thousand_ages_in_their_flight,
"A thousand at thy side shall die",,,,,,a_thousand_at_thy_side_shall_die,
"A thousand blessings on the place",,,,"Edward Hall Jackson",,a_thousand_blessings_on_the_place,
"A Thousand oracles divine",,,,,,a_thousand_oracles_divine,
"A thousand perils every day",,,,"George Wither",,a_thousand_perils_every_day,
"A thousand precious gifts, O Lord",,,,Addison,,a_thousand_precious_gifts_o_lord,
"A thousand promises are wrote",,,,,,a_thousand_promises_are_wrote,
"A thousand seraphs, strong and bright",,,,,,a_thousand_seraphs_strong_and_bright,
"A thousand, thousand fountains spring",,,,,,a_thousand_thousand_fountains_spring,
"A thousand times I've said",,"Never could I pay the debt",,"Harry Dixon Loes",,a_thousand_times_ive_said,
"A thousand times with joy I greet",,"O loving heart of Jesus",,,,a_thousand_times_with_joy_i_greet,
"A thousand years have come and gone",,,English,"Thomas T. Lynch","8.6.8.6 D",a_thousand_years_have_come_and_gone,
"A thousand years have fleeted",,,,"Frances Elizabeth Cox",,a_thousand_years_have_fleeted,
"A thousand years is as a day",,,,"Virgil P. Brock",,a_thousand_years_is_as_a_day,
"A threefold Bethlehem I sing",,,,,,a_threefold_bethlehem_i_sing,
"A thrilling cry, we hear the sound",,,,"I. I. Leslie",,a_thrilling_cry_we_hear_the_sound,
"A thrilling voice by Jordan rings",,,,"John Mason Neale",,a_thrilling_voice_by_jordan_rings,
"A throne of grace, then let us go",,,,"Ingram Cobbin",,a_throne_of_grace_then_let_us_go,
"A ti, hosana e glória","A Ti, Hosana e Glória",,"Latin; Portuguese","Theodulph of Orleans; João Wilson Faustini","7.6.7.6 D",a_ti_hosana_e_glria,
"A ti mi voz elevo, De penas rodeado",,,,,,a_ti_mi_voz_elevo_de_penas_rodeado,
"A ti, nuestro Padre, dador de mercedes",,,,"G. V. de Castro",,a_ti_nuestro_padre_dador_de_mercedes,
"A ti, ó Deus, fiel e bom Senhor","A Ti, ó Deus, Fiel e Bom Senhor",,,"Henry Maxwell Wright",,a_ti_deus_fiel_e_bom_senhor,
"A Ti, que por tu muerte",,,,"Federico Fliedner",,a_ti_que_por_tu_muerte,
"A ti seja consagrada minha vida, ó meu Senhor","A Ti Seja Consagrada Minha Vida",,"English; Portuguese","Frances R. Havergal; Leônidas Philadelpho Gomes da Silva",8.7.8.7,a_ti_seja_consagrada_minha_vida_meu_senh,
"A tidal wave is drawing near",,"'Tis coming by and by",,"Mrs. C. H. Morris",,a_tidal_wave_is_drawing_near,
"A time is approaching, we know not the day","When Jesus comes back again",,,"Edgar W. Tidwell",,a_time_is_approaching_we_know_not_the_da,
"A time so cursed once was here",,,,"George Wither",,a_time_so_cursed_once_was_here,
"A time to be born, a time to die",,"For everything there is an appointed time",,"James Thiem",,a_time_to_be_born_a_time_to_die,
"A time to eat, a time to drink, a time to rest",,"Now come to me, turn, turn, turn",,,,a_time_to_eat_a_time_to_drink_a_time_to_,
"A time to watch, a time to pray",,,,"John Mason Neale",,a_time_to_watch_a_time_to_pray,
"A tiny babe, a manger small","Holy Child","O wondrous light, O beauteous child",,"William Leslie Mason",,a_tiny_babe_a_manger_small,
"A tiny flake came lightly, gaily sailing","A tiny flake came sailing","Whispering soft and low, be as pure as snow",,"Lizzie DeArmond",,a_tiny_flake_came_lightly_gaily_sailing,
"A tiny town in Bethlehem",,,,,,a_tiny_town_in_bethlehem,
"A toda gente bautizar",,,,"Felix Segovia",,a_toda_gente_bautizar,
"A todo, buenos dias",,,,"de Wild",,a_todo_buenos_dias,
"A todos los cristianos, ofrece el Salvador",,,,,,a_todos_los_cristianos_ofrece_el_salvado,
"A toi la gloire, ô Ressuscité (Yours is the glory, Resurrected One!)","A toil la gloire, ô Ressuscité! (Yours Is the Glory, Resurrected One!","A toi la gloire, ô Ressuscité (Yours is the glory, Resurrected One!)",,"Edmond L. Budry","5.5.6.5.6.5.6.5. with refrain",yours_is_the_glory_resurrected_one,"<cite>The New Century Hymnal</cite>, 1993, trans."
"A tone pealed through the solemn night","God's clock has struck the hour",,,"Lanta Wilson Smith",,a_tone_pealed_through_the_solemn_night,
"A touch from the hand of Jesus","The touch of Jesus","O blessed touch from the Father's Son",,"Marian Wendell Hubbard",,a_touch_from_the_hand_of_jesus,
"A touch of the hand of my wonderful Lord",,"A touch of His hand brought relief",,"Joe E. Parks",,a_touch_of_the_hand_of_my_wonderful_lord,
"A tous led changemens seul Etre inaccessible",,,,,,a_tous_led_changemens_seul_etre_inaccess,
"A tower and stronghold is our God",,,,"Martin Luther",,a_tower_and_stronghold_is_our_god,
"A tower of safety is our God, a goodly",,,,"Martin Luther",,a_tower_of_safety_is_our_god_a_goodly,
"A tower of safety is our God, His sword",,,,"Martin Luther",,a_tower_of_safety_is_our_god_his_sword,
"A tower of strength and safety","The tower of safety","Hasten to the refuge",,"E. G. Brown",,a_tower_of_strength_and_safety,
"A tower of strength our God doth stand",,,,"H. J. Buckoll",8.7.8.7.8.8.7,a_tower_of_strength_our_god_doth_st,
"A tower of strength our God is still",,,,"Martin Luther",,a_tower_of_strength_our_god_is_still,
"A traveler and weary",,,,"J. H. Kurzenknabe",,a_traveler_and_weary,
"A traveler on the road","The power of little things",,,,,a_traveler_on_the_road,
"A traveler unknown to me","A traveler unknown to me",,English,"Adam M. L. Tice",8.8.8.8.8.8,a_traveler_unknown_to_me,
"A traveling pilgrim far",,,,"J. S. Kimbrough",,a_traveling_pilgrim_far,
"A traveling pilgrim here I am",,,,,,a_traveling_pilgrim_here_i_am,
"A traveller through a dusty road","Small things",,,,,a_traveller_through_a_dusty_road,
"[A tree there grew in Eden's glade]","A tree there grew in Eden's glade",,,"Fred Pratt Green",,a_tree_there_grew_in_edens_glade,"<i>Partners in Creation</i> (Hope Publishing, 2003)"
"A tree toad loved a fair she toad",,,,,,a_tree_toad_loved_a_fair_she_toad,
"A tree's the nicest thing","The nicest things",,,,,a_trees_the_nicest_thing,
"A trembling soul I come to Thee",,"Cleanse me now",,"Frank Gould",,a_trembling_soul_i_come_to_thee,
"A trembling soul, I sought the Lord","He took my place","No other hope",,"Eliza E. Hewitt",,a_trembling_soul_i_sought_the_lord,
"A tribute to the Christ we bring",,"Loyalty to Christ",,"O. W. Van Osdel ",,a_tribute_to_the_christ_we_bring,
"A triple health to friendship, science, art","Friendship, science, art",,,"Oliver Wendell Holmes",,a_triple_health_to_friendship_science_ar,
"A true and worthy soldier of Jesus",,"Onward, forward",,"Charles Hutchinson Gabriel",,a_true_and_worthy_soldier_of_jesus,
"A true hearted captain in Chicago slums","Chicago slums","Whiter than snow, yes, far whiter",,,,a_true_hearted_captain_in_chicago_slums,
"A true-hearted captain in Chicago slums","Chicago slums","Whiter than snow",,,,a_truehearted_captain_in_chicago_slums,
"A trumpeter for Jesus","Never give the trumpet","Then ring out the war cry",,"Johnson Oatman",,a_trumpeter_for_jesus,
"A trusting heart, a yearning eye",,,,"Frederick W. Faber",,a_trusting_heart_a_yearning_eye,
"A truth is in the legend of old","In dark and light",,,,,a_truth_is_in_the_legend_of_old,
"A truth that stands forevermore",,"Our mighty God makes no mistakes",,"J. Burlington Rigg",,a_truth_that_stands_forevermore,
"A tu eterna Deidad, soberana en tres personas",,,,,,a_tu_eterna_deidad_soberana_en_tres_pers,
"A tu mesa, Senor, acudo en humilidad",,,,"Felix Segovia",,a_tu_mesa_senor_acudo_en_humilidad,
"A twelve month more has rolled around",,,,"A. Means",,a_twelve_month_more_has_rolled_around,
"A two fold loyalty we own",,"Around the cross the flag",,"Joel Swartz",,a_two_fold_loyalty_we_own,
"A type the Sabbath is, O Lord",,,,,,a_type_the_sabbath_is_o_lord,
"A und O, Anfang und Ende",,,,,,a_und_o_anfang_und_ende,
"A union rare divinely shines",,,,,,a_union_rare_divinely_shines,
"A vast, unmeasured distance lay",,,,"Haldor Lillenas",,a_vast_unmeasured_distance_lay,
"A veil is hung before me","He never will forget","All praise to Him above",,"Charles Hutchinson Gabriel",,a_veil_is_hung_before_me,
"A very kind Shepherd I have I know",,"He never forgets me",,"William Edie Marks",,a_very_kind_shepherd_i_have_i_know,
"A vessel prepared for His service",,"He never forgetteth His children",,"Flora Kirkland",,a_vessel_prepared_for_his_service,
"A vessel was out on life's pitiless","The anchor still holds",,,"Mrs. C. H. Morris",,a_vessel_was_out_on_lifes_pitiless,
"A vessel was tossed by a raging storm",,"He holdeth the storm in His hand",,"Lewis E. Jones",,a_vessel_was_tossed_by_a_raging_storm,
"A Victor, mighty Victor","A mighty Victor",,,"Effie Stevens",,a_victor_mighty_victor,
"A view of preent life is all thou hast","Live while you live",,,"G. McKnight",,a_view_of_preent_life_is_all_thou_hast,
"A virgin most holy, all for to behold",,"Rejoice and be merry",,"Father Marnon",,a_virgin_most_holy_all_for_to_behold,
"A virgin most pure, as the prophets",,"Rejoice and be merry, set sorrow aside",,"Barney W. English",,a_virgin_most_pure_as_the_prophets,
"A virgin slept in God's embrace",,"Run, Christian, run, run to Galilee",,"William Shafer",,a_virgin_slept_in_gods_embrace,
"A Virgin unspotted, the [by] prophet [prophets] foretold",,"Aye and therefore be merry, set sorrow aside",,,,a_virgin_unspotted_the_by_prophet_prophe,
"A vision bright appeared to me",,"They pass to the throne",,"J. H. Kurzenknabe",,a_vision_bright_appeared_to_me,
"A vision goes before me, day by day, Jesus","Jesus on the cross","I see my loving Savior through my tears",,"Ina Duley Ogdon",,a_vision_goes_before_me_day_by_day_jesus,
"A vision of light came before me",,,,,,a_vision_of_light_came_before_me,
"A vision of marvelous glory","The vision of angels",,,"Mabel J. Rosemon",,a_vision_of_marvelous_glory,
"A vision seen, a call obeyed","A Vision Seen, a Call Obeyed",,English,"Jeffery Rowthorn",,a_vision_seen_a_call_obeyed,
"A voice, a heavenly voice I hear",,,,"Johan Olaf Wallin",,a_voice_a_heavenly_voice_i_hear,
"A voice by Jordan's shore",,,English,"Samuel Longfellow",6.6.8.6,a_voice_by_jordans_shore,
"A voice came over the waters","Jesus, my pilot","Why need I to fear",,"Sallie Keep Best",,a_voice_came_over_the_waters,
"A voice came to me out of silence",,"For thee I was chastened",,"Charles Hutchinson Gabriel",,a_voice_came_to_me_out_of_silence,
"A voice comes from Ramah, avoice of despair",,,,"William Knox",,a_voice_comes_from_ramah_avoice_of_despa,
"A voice comes o'er the waters",,"Come over and help us",,,,a_voice_comes_oer_the_waters,
"A voice comes ringing out",,"Take the word of the Spirit",,"Orlando S. Grinnell",,a_voice_comes_ringing_out,
"A voice comes singing unto me","The voice of love","O love of God",,,,a_voice_comes_singing_unto_me,
"A voice comes to me o'er and o'er",,"'Tis the voice of the Holy One",,"Charles Hutchinson Gabriel",,a_voice_comes_to_me_oer_and_oer,
"A voice from Calvary doth call",,"Sinner will you come",,"Sylvian Hart",,a_voice_from_calvary_doth_call,
"A voice from Calvary's cross we hear","How can you stay away",,,"Fanny J. Crosby",,a_voice_from_calvarys_cross_we_hear,
"A voice from east and west",,"Here, Lord, am I",,,,a_voice_from_east_and_west,
"A voice from heaven, a gentle voice",,"A voice from heaven, so sweetly calls",,"Laura E. Newell",,a_voice_from_heaven_a_gentle_voice,
