hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
SAM1900,"Salvation Army Music","Booth; Salvation Army Book Dept.","Salvation Army Book Dept.","New York, N.Y.",1900,"Salvation Army",
SESS1882,"Salvation Echoes: for Sabbath School, Gospel, Prayer and Praise Meetings","R. E. Hudson; R. E. Hudson","R. E. Hudson","Alliance, OH",1882,,"Has Music"
SMN1897,"Salvation Melodies. New ed.","John Lane; John Lane","John Lane","Kansas City, Mo.",1897,,
SM11900,"Salvation Melodies No. 1","John Charles Fremont Kyger; John C. F. Kyger","John C. F. Kyger",,1900,,
SSSB1880,"Salvation Soldier's Song Book","William Booth; Salvation Army Headquarters","Salvation Army Headquarters","New York, N.Y.",1880,"Salvation Army",
SSSB1896,"Salvation Soldiers' Song Book","F. Booth-Tucker; Salvation Army Printing House","Salvation Army Printing House","New York, N.Y.",1896,"Salvation Army",
SSRW1921,"Salvation Songs for all Religious Work and Worship","C. A. Churchill; C. A. Churchill","C. A. Churchill","Sarpa, Miss.",1921,,
SSC21943,"Salvation Songs for Children, No.2","R. P. Overholtzer; Child Evangelism Fellowship","Child Evangelism Fellowship","Chicago, Ill.",1943,,
SSC31947,"Salvation Songs for Children, No.3","R. P. Overholtzer; International Child Evangelism Fellowship","International Child Evangelism Fellowship","Santa Monica, Calif.",1947,,
SSC41951,"Salvation Songs for Children, No.4","R. P. Overholtzer; International Child Evangelism Fellowship","International Child Evangelism Fellowship","Pacific Palisades,Calif.",1951,,
SSGM1895,"Salvation Songs: for gospel meetings, Endeavor Societies, Epworth Leagues, Baptist Unions, Sunday schools and prayer meetings",,"Fillmore Bros.","New York / Cincinnati, O.",1895,,"Has Music"
SLGG1855,"Sammlung auserlesener geistlicher Lieder, zum gemeinschaftlichen Gesang undeigenen Gebrauch in Christlichen Familien. Neue Ausgabe","Society of Separatists of Zoar",,"Zoar, Oh.",1855,"Society of Separatists of Zoar",
SLZA1867,"Sammlung auserlesener geistlicher Lieder ... Zweite. vermehrts und           verbesserte Aufl.","Society of Separatists of Zoar",,"Zoar, Oh.",1867,"Society of Separatists of Zoar",
SLGC1918,"Sammlung neuer, geistlicher Lieder fuer Gemischten Chor","A. L. Byers; H. G. Babel; R. P. Springer; Gospel Trumpet Pub. Co.","Gospel Trumpet Pub. Co.","Anderson, Ind.",1918,,
SLG1839,"Sammlung von geistlichen Liedern ... kirchlicher und haeuslichen Gottesdienst","J. F. Wright und L. Swormstedt","J. F. Wright und L. Swormstedt","Cincinnati, Oh.",1839,"Methodist hymnals (general)",
SGS1911,"Saved by Grace Songs","A. C. Neece; A. C. Neece Co.","A. C. Neece Co.","Sunset, Tex.",1911,,
SGUR1898,"Saving Grace: for use in religious meetings","Alonzo Sone; Stone & Bechter; R. Frank Lehman; Chas A. Bechter; Adam Geibel","Stone & Bechter Publishers",Philadelphia,1898,,"Has Music"
SSSS1900,"Saving Songs for Sunday Schools, Revival Meetings, Prayer and Praise Meetings","Lyon Music Co.","Lyon Music Co.","Atlanta, Ga.",1900,,
SCH1899,"School and College Hymnal","Irving Emerson; D. C. Heath & Co.","D. C. Heath & Co.","Boston, Mass.",1899,,
SCH1906,"School and College Hymnal: a collection of hymns and of selections for responsive readings","Irving Emerson; D. C. Heath & Co.","D. C. Heath & Co.",Boston,1906,,"Has Music"
SPH1892,"School and Parish Hymnal: with tunes","Rev. J. F. Ohl; G. W. Frederick","G. W. Frederick",Philadelphia,1903,,"Has Music"
SC1914,"School Carols","Lutheran Book Concern","Lutheran Book Concern","Columbus, Oh.",1914,"Lutheran hymnals (general)",
SHBN1850,"The School Hymn-Book: for normal, high, and grammar schools",,"Wm. Crosby and H. P. Nichols",Boston,1850,,
SRCT1869,"School Recreations: the Catholic Teacher's Companion. 5th ed.","Benziger Bros.","Benziger Bros.","Cincinnati, Oh. ; New York, N.Y.",1869,"Roman Catholic Church",
SS1878,"School-room Songs","E. Oram Lyte; Sower, Potts & Co.","Sower, Potts & Co.","Philadelphia, Penn.",1878,,
SSB1865,"School Service Book","Asa Fitz; Taggard & Thompson","Taggard & Thompson","Boston, Mass.",1865,,
SL1875,"Schools Lyrics","S. M. Capron; Harper & Bros.","Harper & Bros.","New York, N.Y.",1875,,
SNSW1885,"Schulharfe mit bezifferten Noten fuer Sonntags und Wochenschulen","J. L. Trauger","J. L. Trauger","Columbus, Oh.",1885,"American Lutheran Church, 1930- . Ohio Synod",
SP,"Scottish Psalter and Paraphrases",,"Grand Rapids, MI: Christian Classics Ethereal Library",,1800,Presbyterian,
SS1908,"Scriptural songs.","Currier, Mary E. Upham.","R.B. Currier","Springfield, Mass.",1908,,"No Hymns"
SSW1909,"Scripture and Song in Worship","F. W. Shepardson; L. B. Jones; Univ. of Chicago Press","Univ. of Chicago Press","Chicago, Ill.",1909,,
NTSONG,"Scripture Song Database",,"Grand Rapids, MI: Christian Classics Ethereal Library",,2008,,
SDAM1830,"Seamen's Devotional Assistant and Mariners' Hymns (American Seamen's Friend Society)","Joshua Leavitt; Sleight & Robinson","Sleight & Robinson","New York, N.Y.",1830,,
SDAM1838,"Seamen's Devotional Assistant, and Mariners' Hymns; prepared under direction of the American Seamen's Friend Society","American Seamen's Friend Society; Joshua Leavitt","American Seamen's Friend Society","New York",1838,,
SHDA1843,"Seamen's Hymns","American Seamen's Friend Society","American Seamen's Friend Society","New York",1846,,
SHDA1859,"Seamen's Hymns and Devotional Assistant","American Seamen's Friend Society","American Seamen's Friend Society","New York, N.Y.",1859,,
SAHB1850,"Second Advent Hymn Book","Phineas A. Smith; B. Smith & Clough","Smith & Clough","New York, N.Y.",1850,"Adventist hymnals (general)",
SAHB1867,"Second Advent Hymn Book","Phineas A. Smith; W. H. Spencer","W. H. Spencer","New York, N.Y.",1867,"Adventist hymnals (general)",
SAH1843,"Second Advent Hymns","John Brown","John Brown","Concord, N.H.?",1843,"Adventist hymnals (general)",
SAH1842a,"Second Advent Hymns, Designed for Use in Prayer and Campmeetings","M. M. George","M. M. George","Lowell, Mass.",1842,"Adventist hymnals (general)",
SAHD1842,"Second Advent Hymns, Designed to be Used in Prayer and Campmeetings","Joshua V. Himes","Joshua V. Himes","Boston, Mass.",1842,"Adventist hymnals (general)",
SAH1842,"Second Advent Hymns, Designed to be Used in Prayer and Campmeetings","A. R. Brown","A. R. Brown","Exeter, N.H.",1842,"Adventist hymnals (general)",
SAHD1843,"Second Advent Hymns, Designed to be Used in Prayer and Campmeetings. Rev. ed.","A. R. Brown","A. R. Brown","Exeter, N.H.",1843,"Adventist hymnals (general)",
SHL1892,"Seed-time and Harvest Lessons","B. F. Vella; Massachusetts Sunday School Association","Massachusetts Sunday School Association",,1892,,
S1856,"Selah: a collection of psalm and hymn tunes, introits, anthems, chants, motetts, choruses, etc. adapted to the use of classes, private circles, and worship assemblies","Thomas Hastings; A. S. Barnes & Co.","A. S. Barnes & Co.","New York",1856,,"Has Music"
SG1889,"Select Gems: a choice collection of popular hymns and music for use in prayer meetings, the home and Sunday schools","Robert Lowry; W. H. Doane; American Baptist Publication Society","American Baptist Publication Society",Philadelphia,1889,"Baptist General Convention for Foreign Missions (U.S.)","Has Music"
SG1916,"Select Gospel songs","Robert H. Coleman","Robert H. Coleman","Dallas, Tex.",1916,,
SH1854,"Select Hymns","James H. Linsley; Gustavus F. Davis; Henry Miller","Henry Miller","Turbotville, Penn.",1854,,
SH1850,"Select Hymns","Committee, Second Baptist Church; H. Griffith","H. Griffith","Philadelphia, Penn.",1850,"Baptist hymnals (general)",
SHAD1836,"Select Hymns: adapted to the devotional exercises of the Baptist denomination (2nd ed.)","James H. Linsley; Gustavus F. Davis; Canfield & Robins","Canfield and Robins",Hartford,1837,"Baptist hymnals (general)",
SHC1930,"Select Hymns and Carols","Peter C. Lutkin; Northwestern University","Northwestern University","Chicago, Ill.",1930,,
SHCW1911,"Select Hymns for Christian Worship and General Gospel Service","B. E. Warren; A. L. Byers; Clara M. Brooks; Gospel  Trumpet Pub. Co.","Gospel  Trumpet Pub. Co.","Anderson, IN",1911,,
SHMS1861,"Select Hymns for the use of the Mission School of the Madison Square       Presbyterian Church","Francis Hart & Co.","Francis Hart & Co.","New York, N.Y.",1861,"Presbyterian Church in the USA. Northern Presbyter",
SHOA1817,"Select Hymns from Other Authors, Selected Harmony Together with Directions for Musical Expression. 2nd ed.","Samuel Worcester; S. T. Armstrong","S. T. Armstrong","Boston, Mass.",1817,"Congregational Christian Churches, 1931-",
SHTT1819,"Select Hymns, The Third Part of Christian Psalmody. 3rd ed.","Samuel Worcester; S. T. Armstrong","S. T. Armstrong","Boston, Mass.",1819,"Congregational Christian Churches, 1931-",
SHTP1815,"Select Hymns: the third part of Christian Psalmody; with directions for musical expression (Stereotype ed.)","Samuel Worcester, D. D.; Samuel T. Armstrong","Samuel T. Armstrong, and Crocker & Brewster","Boston, Mass.",1823,"Congregational Church",
SMCB1856,"Select Melodies; Comprising the Best Hymns and Spiritual Songs in Common Use, and not generally found in standard church hymn-books: as also a number of original pieces, and translations from...German","William Hunter; Methodist Book Concern","Methodist Book Concern",Cincinnati,1856,"Methodist hymnals (general)",
SMBT1846,"Select Melodies, comprising the Best of Those Hymns and Spiritual Songs in Common Use","W. Hunter; Methodist Book Concern","Methodist Book Concern","Cincinnati, Oh.",1846,"Methodist hymnals (general)",
SMCB1843,"Select Melodies, Comprising the Best of Those Hymns and Spiritual Songs in Common Use not Found in the Standard Methodist Episcopal  Hymnal","William Hunter; Methodist Book Concern","Methodist Book Concern","Cincinnati, Oh.",1843,"Methodist Episcopal Church (North)",
SNOH1897,"Select New and Old Hymns","R. H. Meredith; O. S. Grinnell; R. H. Meredith & Co.","R. H. Meredith & Co.","Chicago, Ill.",1897,,
SPSH1880,"Select Progressive Spiritual Hymns and Songs","W. W. Mayberry & J. H. Rhodes","W. W. Mayberry & J. H. Rhodes","Philadelphia, Penn.",1880,,
SPHA1868,"Select Psalms and hymns: adapted to the use of Presbyterian churches","Yeomans, Edward D. (Edward Dorr), 1829-1868","Printed by John F. Trow & Co.","New York",1868,"Presbyterian Church","No Hymns"
SPHP1868,"Select Psalms and hymns: adapted to the use of Presbyterian churches","Yeomans, Edward D. (Edward Dorr), 1829-1868","Printed by John F. Trow & Co.","New York",1868,"Presbyterian Church","No Hymns"
SPH1787,"Select Psalms and Hymns for the use of Mr. Adgate's pupils: and  proper for all singing-schools","Andrew Adgate","Uranian Press (Printer) by Young and M'Culloch",Philadelphia,1787,"Presbyterian hymnals (general)",
SPHY1794,"Select Psalms and Hymns for Youth and Suitable for All Singing Schools","John Ormrod; William W. Woodward","William W. Woodward","Philadelphia, Penn.",1794,,
SRH0,"Select Revival Hymns : a collection of new and old hymns suitable for every department of church work, Bible school, young people's societies, prayer meetings, evangelistic services, Y.M.C.A...","D. B. Towner; J. Raymond Hemminger; Gospel Times Company","Gospel Times Company","Carlisle, Penn.",1915,,"Has Music"
SSSS1877,"Select Sabbath School Songs","Sabbath Scholars' Quarterly","Sabbath Scholars' Quarterly",,1877,,
SSS1929,"Select Sacred Songs","Southern Baptist Convention; Sunday School Board, Southern Baptist Convention","Sunday School Board, Southern Baptist Convention","Nashville, Tenn.",1929,"Southern Baptist Convention, 1845-",
SS1935,"Select Songs","T. S. Cobb; G. H. P. Showalter; Firm Foundation Pub. House","Firm Foundation Pub. House","Austin, Tex.",1935,,
SSSH1922,"Select Songs for School and Home","J. A. Theiss; B. Schumacher, B.; Concordia Publishing House","Concordia Publishing House","St. Louis, Mo.",1922,"Lutheran Church--Missouri Synod",
SSSS1885,"Select Songs for the Singing Service in the Prayer Meeting and Sunday School","F. N. Peloubet; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1885,,
SSSS1884,"Select Songs for the Sunday School","F. N. Peloubet; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y. ; Chicago, Ill.",1884,,
SS21893,"Select Songs No. 2: for the singing service in the prayer meeting; Sunday school; Christian Endeavor meetings","F. N. Peloubet, D.D.; Hubert P. Main; Biglow & Main Co.","Biglow & Main Co.","New York",1893,,"Has Music"
SSPE1924,"Select Songs of Praise for Evangelistic Services, Church and Sunday School","S. W. Beazley; Judson Press","Judson Press","Philadelphia, Penn.",1924,,
SSS1885,"Select Sunday School Songs","E. H. Johnson; American Baptist Publication Society","American Baptist Publication Society","Philadelphia, Penn.",1885,"Baptist General Convention for Foreign Missions (U.S.)",
SHTW1890,"Selected Hymn Tunes with Words for Church and Home. First series","Leo Kofler; William Rohlfing & Sons","William Rohlfing & Sons","Milwaukee, Wisc.",1890,,
SH1924,"Selected Hymns","E. C. Schirmer","E. C. Schirmer","Boston, Mass.",1924,,
SH1903,"Selected Hymns","Ryland Morton Co.","Ryland Morton Co.",Pittsburgh,1903,,
SH1931,"Selected Hymns","Fellowship of the Universal Design of Life","Fellowship of the Universal Design of Life","New York, N.Y.",1931,"Fellowship of the Universal Design of Life. Church",
SHC31936,"Selected Hymns and Carols. 3rd, 4th, and 5th ed.","Peter Christian Lutkin; Northwestern University Department of  Church & Choral Music","Northwestern University Department of  Church & Choral Music","Evanston, Ill.",1936,,
SHUC1833,"Selected Hymns for the Use of Children in Families or Sunday School","Munroe & Francis","Munroe & Francis","Boston, Mass.",1833,,
SHLT1964,"Selected Hymns in Large Type",Augsburg,Augsburg,"Minneapolis, Minn.",1964,"American Lutheran Church, 1930- . Ohio Synod",
SNS1906,"Selected New Songs","A. J. Showalter; A. J. Showalter Co.; Showalter Patton Co.","A. J. Showalter Co. / Showalter Patton Co.","Dalton, Ga.; Dallas, Tex.",1906,,
SSSV1887,"Selected Salvation Songs. Vol. 1","Thomas B. Coombs; Headquarters Salvation Temple","Headquarters Salvation Temple","Toronto, Ont.",1887,"Salvation Army in Canada",
SSPD1882,"Selected Songs: for the Primary Dept. of the Market Square Presbyterian Sunday School, Harrisburg, Pa.","E. E. Haldeman; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1882,"Presbyterian Church in the USA. Northern Presbyter",
SSSS1923,"Selected Sunday School Songs","F. G. Kingsbury; Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1923,,
STBV1825,"Selection from Tate and Brady's Version of the Psalms; with Hymns by       Various Authors, for the Church in Brattle-Square","Richardson & Lord","Richardson & Lord","Boston, Mass.",1825,,
SAHS1811,"Selection of approved hymns and spiritual songs . . .",,"Thomas & Whipple",Newburyport,1811,,"No Hymns"
SoDM1876,"Selection of Devotional Melodies: simple in arrangement, yet,--inspirational",,,"Canterbury, N.H.",1876,Shakers,"Has Music"
SHSS1833,"Selection of Hymns and Spiritual Songs","John C. Totten; John C. Totten","John C. Totten","New York, N.Y.",1833,,
SHPW1827,"Selection of Hymns, for Public Worship designed to be used with Watts'","Templeton, Mass. First Church; John Prentiss","John Prentiss","Keene, N.H.",1827,"Congregational Christian Churches, 1931-",
SHSS1832,"Selection of Hymns for the Sunday School Union of the Methodist Episcopal Church","B. Waugh & T. Mason","B. Waugh & T. Mason","New York",1832,"Methodist hymnals (general)",
SHSS1836,"Selection of Hymns for the Sunday School Union of the Methodist Episcopal Church","T. Mason & G. Lane","T. Mason & G. Lane","New York",1836,"Methodist Episcopal Church (North)",
SHME1887,"Selection of Hymns, for the use of the first M. E. Church, Cape May City","Star of the Cape Office","Star of the Cape Office (Printer)","Cape May, N.J.",1887,"Methodist Episcopal Church (North)",
SHBA1792,"Selection of Hymns from the Best Authors, intended to be an Appendix to Dr. Watts' Psalms and Hymns. (1st Am. ed.)","John Rippon, A.M.; William Durell","William Durell","New York",1792,Baptist,
SBWT1888,"Selections from the Book of Worship with Tunes","Lutheran Publication Society","Lutheran Publication Society","Philadelphia, Penn.",1888,"Lutheran hymnals (general)",
SPDM1832,"Selections from the Psalms of David in Metre: with hymns suited to the feasts and fasts of the church, and other occasions of public worship","G. E. Eyre and W. Spottiswoode","G. E. Eyre and W. Spottiswoode (Printer)","New York",1865,"Episcopal Church",
SWSW1899,"Selections from Warrior Songs for the White Cavalry, and Other Hymns.      Special ed. for Campaign Use","Frank W. Sandford; Bible School","Bible School","Shiloh, Me.",1899,,
SBL1992,"Sent by the Lord: Songs of the World Church, Vol. II",,"GIA Pub. Inc. North American Ed., Iona Community",Chicago,1992,,
SS1946,"Sentimental Songs","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1946,,
STGT1899,"Seraphim: Touched of God to Touch Others","T. H. Osborn","The author","Union Springs, N.Y.",1899,,
S4CH1937,"Sermons for Children (with Hymns)","Josiah G. Merrill; Merrill & Byram","Merrill & Byram",Portland,1937,,
SS1894,"Sermons in song","Tullar, Grant Colfax.","Meyer & Brother",Chicago,1894,,"No Hymns"
SHSS1884,"Service and Hymns for Sunday Schools","Lutheran Publication Society","Lutheran Publication Society","Philadelphia, Penn.",1884,"Evangelical Lutheran Church in the South, 1861-",
SBH1958,"Service Book and Hymnal",Augsburg,Augsburg,"Minneapolis, Minn.",1958,"Augustana Evangelical Lutheran Church ",
SBHC1958,"Service Book and Hymnal, authorized by the Churches Cooperating in the Commission on the Liturgy and Hymnal","Augsburg; Fortress","Augsburg / Fortress","Minneapolis, Minn. ; Philadelphia, Penn.",1958,"Lutheran hymnals (general)",
SS1909,"Service in Song","M. Lawrence; F. L. Brown; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1909,,
SS1931,"Service Songs","Robert H. Coleman; Robert H. Coleman","Robert H. Coleman","Dallas, Tex.",1931,,
SSYP1913,"Service Songs for Young People's Societies, Sunday Schools and Church Prayer Meetings","William Shaw; United Society of Christian Endeavor; John R. Clements","United Society of Christian Endeavor","Boston, Mass.",1913,"Christian Endeavor Society",
SSJD1923,"Services and Songs for use in the Junior Department of the Church School","Josephine L. Baldwin; Abingdon Press","Abingdon Press","New York, N.Y.",1923,,
SCWI1914,"Services for Congregational Worship","American Unitarian Association","American Unitarian Association",Boston,1914,"Unitarian churches","Has Music"
SF1993,"Set Free: A Collection of African Hymns","Howard Olson","Augsburg Fortress",Minneapolis,1993,,
SPH1930,"Seth Parker's Hymnal","Phillips H. Lord; Carl Fischer","Carl Fischer","New York, N.Y.",1930,,
SPH51931,"Seth Parker's Hymnal. 5th ed.","Phillips H. Lord; C. Fischer, Inc.","C. Fischer, Inc.","New York, N.Y.",1931,,
SH1908,"Shaker Hymnal","Canterbury Shakers","Canterbury Shakers","East Canterbury, N.H.",1908,Shakers,
SM1875,"Shaker Music: Inspirational hymns and melodies illustrative of the resurrection life and testimoy of the shakers","Weed, Parsons, and Company","Weed, Parsons and Company","Albany, N.Y.",1875,Shakers,"Has Music"
SDR1880,"Sharon's Dewy Rose: a collection of new music and hymns for the use of Sabbath-schools, prayer meetings, and special occasions","Aldine S. Kieffer; J. H. Tenney; Ruebush Kieffer","Ruebush Kieffer & Co.","Dayton, Rockingham Co., Virginia",1880,,"Has Music"
SR1950,"Sharon's Rose","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1950,,
SL1955,"Shepherd's Love","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1955,,
SL1906,"Shining Light","J. M. Pierce; J. M. Pierce","J. M. Pierce","Atlanta, Ga.",1906,,
SP1946,"Shining Path","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1946,,
SP1868,"Shining Pearls","Knowles Shaw; John Church","John Church","Cincinnati, Oh.",1868,,
SSE1888,"Shook's Song Evangelist: a new collection of music for Sunday schools, gospel meetings, choirs and private worship","L. B. Shook; S. Brainard's Sons","S. Brainard's Sons","Cleveland & Chicago",1883,,"Has Music"
SGS21901,"Showalter's Gospel Songs No.2","A. J. Showalter; A. J. Showalter Co.","A. J. Showalter Co.","Dalton, Ga.",1901,,
SGS31909,"Showalter's Gospel Songs No.3","A. J. Showalter; A. J. Showalter Co.","A. J. Showalter Co.","Dalton, Ga.",1909,,
SW1898,"Sifted Wheat: a collection of songs for Sunday schools, young people's societies, devotional and revival meetings","Chas. H. Gabriel; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1898,,"Has Music"
SB1925,"Signal Bells","B. B. Bateman; Bateman Bros.","Bateman Bros.","Knoxville, Tenn.",1925,,
SG11898,"Silver and Gold No. 1","J. V. Coombs; W. E. M. Hackleman; Hackleman Music Co.","Hackleman Music Co.","Indianapolis, Ind.",1898,,
SC1885,"Silver Cymbal","J. L. Orr; W. F Shaw","W. F Shaw",,1885,,
SGS1961,"Silver Gems in Song","J. D. Toews; P. F. Barkman; H. E. Friesen; Church of God in Christ, Mennonite","Church of God in Christ, Mennonite","Hesston, Kan.",1961,"Mennonite hymnals (general)",
SSSE1900,"Silver Star Song Echo, containing Temperance, Nursery, Kindergarten and Minstrel Songs","Richard Hayes McDonald; R. H. McDonald","R. H. McDonald","San Francisco, Calif.",1900,,Temperance
ST11948,"Silver Tones","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1948,,
ST1952,"Silver Trumpets","V. B. Ellis; Whit Denson; Otis L. McCoy; Tennessee Music & Printing Co.","Tennessee Music & Printing Co.","Cleveland, Tenn.",1952,"Church of God (Cleveland, Tenn.)",
SW1870,"Silver Wings","C. C. Converse; Oliver Ditson & Co.; C. H. Ditson & Co.","Oliver Ditson & Co. / C. H. Ditson & Co.","Boston / New York",1870,,"Has Music"
SEPP1880,"Silvery Echoes of Praise and Prayer: a collection of hymns and music, expecially adapted for children and youths in the primary and intermediate departments of the Sunday-school","J. H. Kurzenknabe; Crider & Brother","Crider & Brother","York, Penn.",1880,,"Has Music"
SSTV1959,"Simple Songs for Toddlers, Vols. I & II","Zondervan Music Publishers","Zondervan Music Publishers","Grand Rapids, Mich.",1959,,
SNC,"Sing! A New Creation",,"CRC Publications",,2002,"Christian Reformed Church",
SNSB1968,"Sing a New Song: Baha'i Songs for Children","Baha'i Commission on Music; Baha'i Publication Trust","Baha'i Publication Trust","Wilmete, Ill.",1968,Baha'i,
S1951,Sing-a-story,"K. V. Elliott; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1951,,
SBG1950,"Sing, Boys and Girls","H. D. Loes; Ives Music Press","Ives Music Press","Archbold, Oh.",1950,,
SBG21954,"Sing, Boys and Girls No.2","H. D. Loes; Ives Music Press","Ives Music Press","Archbold, Oh.",1954,,
SCS1939,"Sing, Children, Sing","Edith L. Thomas; Abingdon Press","Abingdon Press","New York, N.Y.",1939,,
S4J1961,"Sing for Joy","N. Mealy; M. Mealy; Seabury Press","Seabury Press","Greenwich, Conn.",1961,"(Protestant) Episcopal Church",
SF1992,"Sing Freedom! Songs of South African Life","Maggie Hamilton","Novello and Christian Aid",London,1992,,
SingGlor,"Sing Glory: Hymns, Psalms and Songs for a New Century",,"Kevin Mayhew Ltd.","Buxhall, Stowmarket UK IP14 3BW ",1999,"Church of England",
SHP1902,"Sing His Praises","W. E. Hackleman; J. V. Coombs; Hackleman Music Co.","Hackleman Music Co.","Indianapolis, Ind.",1902,,
SHRE1955,"Sing Hosannas, a Revised and Enlarged Edition of Let Everybody Sing","M. Homer Cummings; M. Homer Cummings","M. Homer Cummings","Wheeling, W.V.",1955,,
SISH1972,"Sing I (Supplement to the Hymn Book 1971)","Edgar Bull; W. Kilbourn; J. E. Spears; Joint Committee","Joint Committee","Toronto, Ont.",1972,"Anglican Church of Canada",
SJ1989,"Sing Joyfully","Jack Schrader","Tabernacle Pub. Co.","Carol Stream, Ill.",1989,,"Has Music"
SJ,"Sing Justice! Do Justice!",,Selah,,1998,,
SoC1947,"Sing of Calvary","Vesphew Benton Ellis; Tennessee Music & Printing Co.","Tennessee Music & Printing Co.","Cleveland, Tenn.",1947,"Church of God (Cleveland, Tenn.)",
SoLF1969,"Sing of Life and Faith","Louise Drew; Pilgrim Press","Pilgrim Press","Philadelphia, Penn.",1969,"United Church of Christ, 1957-",
SOGN1889,"Sing Out the Glad News","J. M. Whyte; D. A. Whyte; William Briggs","William Briggs","Toronto, Ont.",1889,"Canadian hymnals (general)",
SP1959,"Sing Praise","R. C. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.","Chicago, Ill.",1959,,
SPTG2005,"Sing Praise to God: the Hymntunes of Iam Kellam",,"MorningStar Music","Fenton, Mo.",2005,,
SP1960,"Sing Praises","W. Ehret; Broadman Press","Broadman Press","Nashville, Tenn.",1960,,
SSS1952,"Sing, Sing, Sing","E. Pate; John T. Benson, Jr.","John T. Benson, Jr.",,1952,,
STF,"Sing the Faith",,"Westminster John Knox Press",,2003,"Presbyterian Church (USA)",
SG1882,"Sing the Gospel","E. O. Excell; T. L. Flood; E. O. Excell Co.","E. O. Excell Co.","Chicago, Ill.",1882,,
SLHR1959,"Sing to the Lord: Hymns and Resources for Worship in Homes and Churches","Christian Education Press","Christian Education Press","Philadelphia, Penn.",1959,,
STTL2009,"Sing to the Lord: the Paul Manz Hymnary","Paul Manz; Scott Hyslop","MorningStar Music","Fenton, Mo.",2009,,
SBKS1864,"Sing- und Betbuechlein fuer Kinder ev.-luth. Schulen","Verlag von Aug. Wiebusch u. Sohn","Verlag von Aug. Wiebusch u. Sohn","St. Louis, Mo.",1864,"Lutheran Church--Missouri Synod",
SUL1950,"Sing Unto the Lord","D. Whitman; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1950,,
SWM,"Sing With Me","Joyce Borger","Faith Alive",,2006,"Christian Reformed Church",
SYWH1978,"Sing Your Way Home: hymns and choruses for use at hospitals, nursing homes, and retirement communities","Isaac Tiessen","Strathroy Seniors Hymn Book Committee","Strathroy, Ont., Canada",1978,,
SZ1998,"Sing! Zimbabwe: Short Songs and New Compositions from Zimbabwean Churches","Maggie Hamilton; Patrick Matsikenyiri",Counterpoint,"Birmingham UK",1998,,
SS4C1959,"Singable Songs for Children","H. D. Loes; Rodeheaver, Hall Mack Co.","Rodeheaver, Hall Mack Co.","Winona Lake, Ind.",1959,,
SS1936,"Singable Songster","H. Alexander; Harold Alexander","Harold Alexander","Los Angeles, Calif.",1936,,
SSLF1875,"Singers and Songs of the Liberal Faith","Alfred P. Putnam; Roberts Bros.","Roberts Brothers",Boston,1875,"Liberal Church of America",
SP1952,"Singers' Pride","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1952,,
SHLJ1909,"Singet dem Herrn; Liederbuch fuer Jugendvereine und Sonntagschulen","Eden Publishing House","Eden Publishing House","St. Louis, Mo.",1909,"Evangelical and Reformed Church",
SAYM1966,"Singing and Accompanying Yourselves with Music in Your Hearts","Watchtower Bible & Tract Society","Watchtower Bible & Tract Society","New York, N.Y.",1966,"Jehovah's Witnesses, 1931- . International Bible S",
SASS1870,"Singing Annual for Sabbath Schools","P. Phillips; Philip Phillips & Co.","Philip Phillips & Co.","New York, N.Y.",1870,,
SASS1871,"Singing Annual for Sabbath Schools 1871","P. Phillips; Philip Phillips & Co.","Philip Phillips & Co.","New York, N.Y.",1871,,
SASS1874,"Singing Annual for Sabbath Schools 1874","P. Phillips; A. S. Barnes & Co.","A. S. Barnes & Co.","New York, N.Y.",1874,,
SW1890,"Singing by the Way","F. A. Blackmer; Bardwell, Blackmer & Co.","Bardwell, Blackmer & Co.","Boston, Mass.",1890,"Advent Christian Church",
SWR1897,"Singing by the Way. Rev. ed.","F. A. Blackmer; Advent Christian Publication Society","Advent Christian Publication Society","Boston, Mass.",1897,"Advent Christian Church",
SEBG1950,"Singing Evangelism (Billy Graham Campaign Songs)","C. Barrows; Rodeheaver, Hall Mack Co.","Rodeheaver, Hall Mack Co.","Winona Lake, Ind.",1950,,
